en,es,de,fa,ar
Take Seriously,Tomándolo en serio,Es ernst nehmen,جدی گرفتن,أخذ الأمر على محمل الجد
Take The Lead, Pionero, Pionier,"پیش قدم	", رائد
Take The Wheel,Sentado detrás del volante,Hinter dem Lenkrad sitzen,پشت رل نشستن,الجلوس خلف عجلة القيادة
Take To Water,Al agua,Gießen,به آب زدن,لسقاية
Take Up Time,Tomando tiempo,Sich Zeit nehmen,وقت گرفتن,أخذ الوقت
Take Vacation,Tomando licencia,Abschied nehmen,مرخصی گرفتن,أخذ إجازة
Take Vengeance,Guardar rencor,Einen Groll hegen,کینه توزی کردن,أن يحمل ضغينة
Take Vote,Votar,Abstimmung,رای گرفتن,تصويت
Taken,Tomado,Genommen,گرفته شده,مأخوذ
Takhar,Takhar,Takhar,تخار,تخار
Taking,Cosecha,Ernte,برداشت,محصول
Taking Action,Emprendedor,Unternehmungslustig,متبادر,مغامر
Taking Advantage,Abuso,Missbrauch,سوء استفاده,إساءة
Taking Back,Retiro,Rückzug,بازگیری,انسحاب
Taking Easy,Tolerancia,Toleranz,تساهل,تسامح
Taking Nonsense,Velingrado,Welingrad,ولنگار,فيلينغراد
Taking Over,Tomar el control,Übernahme,تصاحب,الاستحواذ
Taking Possession,Posesión,Besitz,تملک,تملُّك
Taking Refuge,Oración,Gebet,التجا,الصلاة
Taking Sides,Inclinación,Voreingenommenheit,سوگیری,تحيز
Tala,Oro,Gold,طلا,ذهب
Talayeh,Talayah,Talayah,طلایه,طلايا
Talbak Nazraf,Talbak Nazarov,Talbak Nazarov,طلبک نظراف,طالباك نزاروف
Talbaneh,Demandante,Anspruchsvoll,طلبانه,متطلب
Talbot,Talbot,Talbot,تالبوت,تالبوت
Talc,Talco,Talk,تالک,التلك
Tale,Historia,Geschichte,سرگذشت,تاريخ
Talebani,Talabani,Talabani,طالبانی,طالباني
Talebearer,Ghamaz,Ghamaz,غماز,غماز
Talebearing,Oscuridad,Dunkelheit,غمازی,عتمة
Talebi,Sandía,Wassermelone,طالبی,بطيخ
Talent,Estaba dentro.,Es war drinnen.,درون داشت,لقد كان في الداخل.
Talented,Estaba dentro.,Es war drinnen.,درون داشت,لقد كان في الداخل.
Taliban,talibanes,Taliban,طالبان,طالبان
Talibani,Talabani,Talabani,طالبانی,طالباني
Talieh,Inauguración,Amtseinführung,طلیعه,افتتاح
Talisman,Mágico,Magisch,جادوگرانه,سحري
Talk,Hablando,Reden,حرف زدن,التحدث
Talk Confidentially, Conversación confidencial, Vertrauliches Gespräch,"محرمانه گفتگو	", محادثة سرية
Talk Down,Desde lo alto,Von oben,از روبردن,من الأعلى
Talk Idle,Hablar tonterías.,Unsinn reden.,حرف بیهوده زدن,للتحدث هراء.
Talk Nonsense,Chismear,Tratschen,جفنگ گفتن,للثرثرة
Talk Nonsensically,"Decir ""kater""","""Kater"" sagen",کتره گفتن,"أن تقول ""كاتر"""
Talk Rude,Sacar la lengua,Die Zunge herausstrecken,زبان درازی کردن,إخراج اللسان
Talkative,Orilla,Flussufer,رودهدراز,ريفرسايد
Talkatively,Bavaragi,Bavaragi,باوراجی,بافاراجي
Talkativeness,Longitud intestinal,Darmlänge,رودهدرازی,طول الأمعاء
Talker,Alcance,Umfang,نطاق,نِطَاق
Talking,Entrando,Eingabe,درآییدن,دخول
Tall,Alto,Groß,طویلالقامت,طويل
Tallboy,Tapa de chimenea,Schornsteinkappe,کلاهک دودکش,غطاء المدخنة
Talll,En lo alto,Hoch hinaus,بلند بالا,عاليا
Tallow,Para ganar dinero,Geld verdienen,پیه مالی کردن,لكسب المال
Tallow-Burner,Quemador de grasa,Fettverbrenner,پیه سوز,حارق الدهون
Tallowing,Sebo financiero,Finanzieller Talg,پیه مالی,الشحم المالي
Tallyman,Vendedor a plazos,Ratenverkäufer,فروشنده اقساطی,بائع التقسيط
Talmud,Talmud,Talmud,تلمود,التلمود
Talon,Tacón,Ferse,پاشنه پا,كعب
Tamable,Domesticable,Zähmbar,رام شدنی,يمكن تدجينه
Tamarind,Tamarindo,Tamarinde,تمر هندی,تمر هندي
Tambour,Banz Negar,Banz Negar,بنض نگار,بانز نيجار
Tambourin,Denbigh,Denbigh,دنبک,دينبيغ
Tambourine,Pandereta,Tambourin,طنبور,دف صغير
Tame, RAM, RAM,"رام	", كبش
Tamed,Aprendiz,Lehrling,دست آموز,متدرب
Tameness,Aprendiendo,Lernen,آموختگی,تعلُّم
Tamper,Pterigión,Pterygium,ناخنک مردن,الظفرة
Tamper With,Vagar,Wandern,ور رفتن,للتجول
Tampered With,Distorsionado,Verzerrt,مخدوش,مشوهة
Tamperer,Interviniente,Streithelferin,مداخله کننده,المتدخل
Tamus,Temis,Themis,تمیس,ثيميس
Tan,Cama de bronceado,Solarium,مازوی دباغی,سرير التسمير
Tana,Tana,Tana,تانا,تانا
Tandem,Doble capa,Doppellagig,دوپشته,مزدوج الطبقات
Tang,Sabor picante,Würziger Geschmack,مزه تند,طعم حار
Tangent,línea tangente,Tangente,خط مماس,خط المماس
Tangerine,Mandarina,Mandarine,نارنگی,اليوسفي
Tangible,Tocable,Berührbar,لمس کردنی,قابلة للمس
Tangle,Enredar,Verwickeln,درهم گیر انداختن,للتشابك
Tangled,Confundido, Verwirrt,"سردرگم	", مشوش
Tanglement,Entierro,Beerdigung,گوریدگی,دفن
Tangly,Lleno de problemas,Voller Ärger,پر گرفتاری,مليئة بالمتاعب
Tango,Tango,Tango,تانگو,رقصة التانغو
Tank,Blindado,Gepanzert,زره پوش,مدرعة
Tannaz,Tanaz,Tanaz,طناز,تناناز
Tanner,Curtidor,Gerber,دباغ,تانر
Tannery,Curtiduría,Gerberei,دباغ خانه,مدبغة
Tannic Acid,Tinta Mazu,Mazu-Tinte,جوهر مازو,حبر مازو
Tannish,Verde.,Grün.,سبزه رو,أخضر.
Tantamount,Mismo piso,Gleiche Etage,هم کف,نفس الطابق
Tanzania,Tanzania,Tansania,تانزانیا,تنزانيا
Tap,Trazo lento,Langsamer Schlag,ضربت آهسته,ضربة بطيئة
Tape,Para cerrar con una explosión,Mit einem Knall schließen,بانوار بستن,لإغلاقه بضجة
Tape Deck,barra giratoria,Drehstange,نوار چرخان,شريط دوار
Tape Drive,barra giratoria,Drehstange,نوار چرخان,شريط دوار
Tape Measure,Cinta métrica,Bandmaß,نوار متر,شريط قياس
Tape Recorder,Grabación de audio,Audioaufnahme,ضبط صوت,تسجيل صوتي
Tapeline,Cinta métrica,Bandmaß,نوار متر,شريط قياس
Taper Off,Estrechamiento,Verengung,باریک شونده,تضييق
Taperer,Persona a régimen,Schlanker,باریک کننده,أنحف
Tapestry,Bordado de tapices,Gobelinstickerei,ملیله دوزی,تطريز النسيج
Tapeworm,Crema de calabaza,Kürbiscreme,کرم کدو,كريمة اليقطين
Taphole,Agujero de barril,Laufloch,سوراخ بشکه,ثقب البرميل
Tappet,Debajo de la válvula,Unter dem Ventil,زیرسوپاب,تحت الصمام
Tar,Alquitranar,Teer,قیرمالیدن به,للقطران
Tara,Tara,Tara,تارا,تارا
Taraneh,Canción,Lied,ترانه,أغنية
Tarantula,Tarántula,Tarantel,رتیل,العنكبوت
Tare,Parsang,Parsang,پارسنگ,بارسانغ
Tareh,Tura,Tura,طره,تورا
Tarer,Tarer,Tarer,تارر,تارير
Target,Segmentación,Zielgerichtet,هدف قرار دادن,الاستهداف
Targum,Targum,Targum,ترگم,الترجوم
Tariff,Arancel,Tarif,تعرفه,التعرفة
Tariffs,Complicaciones,Komplikationen,عوارض,المضاعفات
Tariq Aziz,Querido Tariq,Lieber Tariq,طارق عزیز,عزيزي طارق
Tarlatan,Samangarh,Samangarh,سمنقر,سامانجاره
Tarnish, Nublado, Wolkig,"کدر	", غائم
Tarpaulin,Lona alquitranada,Plane,برزنت,القماش المشمع
Tarragon,Estragón,Estragon,طرخون,نبات الطرخون
Tarred,Recubierto de betún,Bitumenbeschichtet,قیر اندود,مغلفة بالبيتومين
Tarry, Demora, Verzögerung,"درنگ	", تأخير
Tarsa,Teresa,Teresa,ترسا,تيريزا
Tarsus,Pie pequeño,Kleiner Fuß,خرده پا,قدم صغيرة
Tart,Tiene muy buen sabor.,Schmeckt super.,مزه غوره,طعمه رائع.
Tartan,Tela de patchwork,Patchworkstoff,پارچه پیچازی,قماش مرقع
Tartar,Tártaro,Tatarisch,تاتار,التتار
Tartar Emetic,El Gran Trinchamiento,Die große Verschanzung,انتجمون مقی,التحصن العظيم
Tartaric,Hervir agrio,Saures Kochen,جوش ترش,غليان حامض
Tartaric Acid,ácido tartárico,Weinsäure,اسید تارتاریک,حمض الطرطريك
Tartarous,En forma de dolor,Schmerzförmig,دردی شکل,على شكل ألم
Tarzan,Tarzán,Tarzan,تارزان,طرزان
Tashkent,Taskent,Taschkent,تاشکند,طشقند
Task,Asignación,Abtretung,تکلیف,تكليف
Taskmaster,Mayordomo cruel,Grausamer Verwalter,مباشر ظالم,خادم قاسي
Taskwork,Trabajo conocido,Bekannte Arbeit,کار معلوم,العمل المعروف
Tasooa,Tasua,Tasua,تاسوعا,تاسوا
Tass News Agency,Agencia de noticias Itar-Tass,Nachrichtenagentur Itar-Tass,خبرگزاری ایتار تاس,وكالة أنباء إيتار تاس
Tassel,Elote,Maiskolben,کاکل ذرت,كوز الذرة
Tastable,Saboreo,Verkostung,چشیدنی,تذوق
Taste,Al gusto,Nach Geschmack,مزه دادن,للتذوق
Tasteful,De buen gusto,Geschmackvoll,خوش سلیقه,حسن الذوق
Tasteless,Insípido,Geschmacklos,بی سلیقه,لا طعم له
Tastelessness, Insípido, Geschmacklos,"بیمزه	", لا طعم له
Taster,Catador de sabor,Geschmackstester,مزهسنج,مُختبر التذوق
Tastes,Salq,Salq,سلق,سالق
Tastiness,Delicias,Köstlichkeiten,خوش مزگی,لذة
Tasting,Delicioso,Lecker,مزهمزه,لذيذ
Tasty,De buen gusto,Geschmackvoll,خوش ذائقه,حسن الذوق
Tatterdemalion,Harapiento,Zottig,ژندهپوش,ممزق
Tattoo,Tatuajes,Tätowierung,خال کوبی کردن,الوشم
Tattooing,Tatuaje,Tätowieren,خال کوبی,وشم
Taught,Aprendió,Gelernt,آموخته,تعلمت
Taunt,Tenga cuidado con el sarcasmo.,Seien Sie vorsichtig mit Sarkasmus.,بباد طعنه گرفتن,احذر من السخرية.
Taunter,Culpar,Schuldzuweisungen,سرزنش کننده,اللوم
Taunting,Qué vergüenza,Schäm dich,شماتت,عيب عليك
Taurine,Como una vaca,Kuhähnlich,گاو مانند,مثل البقرة
Tautness,Estiramiento y rigidez,Dehnung und Verspannungen,کشیدگی وسفتی,التمدد والشد
Tavern,Casa del vino,Weinhaus,شراب خانه,بيت النبيذ
Tavern Keeper,Tabernero,Wirt,میخانهدار,صاحب الحانة
Taverner,Tabernero,Wirt,میخانهدار,صاحب الحانة
Tavern-Keeper,Yo vendo.,Ich verkaufe.,میفروش,انا أبيع.
Taw,Jugando a las canicas,Murmeln spielen,تیله بازی کردن,لعب الكرات الزجاجية
Tawie,Rienda suelta,Lockerer Zügel,سست مهار,لجام فضفاض
Tawny,Color trigo,Weizenfarbe,برنگ گندم,لون القمح
Tax, Impuestos, Besteuerung,"مالیات وضع	", الضرائب
Tax Collector,Impuesto Tahsildar,Tahsildar-Steuer,تحصیلدار مالیاتی,ضريبة التحصيل
Tax Evasion,Fraude fiscal,Steuerbetrug,تقلب در مالیات,الاحتيال الضريبي
Tax Exempt,Exento de impuestos,Steuerbefreit,معاف از مالیات,معفى من الضرائب
Tax In Cash,Impuesto en efectivo,Bargeldsteuer,مالیات نقدی,ضريبة نقدية
Tax In Kind,Impuesto sobre el sexo,Sexsteuer,مالیات جنسی,ضريبة الجنس
Taxable,Imponible,Steuerpflichtig,مشمول مالیات,خاضع للضريبة
Taxation,Impuestos,Besteuerung,مالیات بندی,الضرائب
Taxi,Taxi,Taxi,تاکسی,تاكسي
Taxidermist,La piel de Ara,Aras Haut,پوست آرا,جلد آرا
Taxidermy,Protección de la piel,Hautpflege,پوست آرایی,العناية بالبشرة
Taximeter,Taxímetro,Taxameter,تاکسیمتر,عداد التاكسي
Taxonomy,Clasificación,Einstufung,طبقه بندی,تصنيف
Taxpayer,Contribuyente,Steuerzahler,مودی مالیاتی,دافع الضرائب
Tayeb,Tayyeb,Tayyeb,طیب,طيب
Tayyebeh,Tayyaba,Tayyaba,طیبه,طيبة
Tbecome Dejected,Miedo a la muerte,Todesfurcht,افسردهشدن,الخوف من الموت
Tea,Té,Tee,چای,شاي
Tea Cup,Tetera,Teekanne,چایخوری,إبريق الشاي
Tea Party,Fiesta del té,Teeparty,مهمانی چای,حفلة شاي
Tea Service,Accesorios de té,Teezubehör,اسباب چای,إكسسوارات الشاي
Tea Spoon,Cucharilla,Teelöffel,قاشق چایخوری,ملعقة صغيرة
Teach,Enseñanza,Lehre,تدریس,تدريس
Teach A Lesson, Cortesía, Höflichkeit,"ادب	", اللباقة
Teachable,Entrenable,Trainierbar,آموزش‌پذیر,قابلة للتدريب
Teacher,Persona con conocimientos,Sachkundige Person,دانش سرا,شخص ذو معرفة
Teacher'S College,Colegio de profesores,Pädagogische Hochschule,دارالمعلمین,كلية المعلمين
Teachership,Aprendizaje,Ausbildung,آموختاری,التدريب المهني
Teaching,Alfabetismo,Alphabetisierung,سواد آموزی,محو الأمية
Teaching And Learning,Educación,Ausbildung,تعلیم و تعلم,تعليم
Teaching Machine,Máquina de enseñanza,Lehrmaschine,ماشین تدریس,آلة التدريس
Teachings,Enseñanzas,Lehren,تعالیم,التعاليم
Tea-Cosy,Ruqouri,Ruqouri,روقوری,رقوري
Teahouse,Casa de té,Teehaus,چای خانه,بيت الشاي
Teak,Teca,Teak,ساج,خشب الساج
Teakettle,Tetera,Teekessel,کتری چای,غلاية شاي
Teal,Anadón,Entlein,مرغابی جره,البطيطة
Team,Equipo,Team,تیم,فريق
Teammate,Miembro del equipo,Teammitglied,عضو تیم,عضو فريق
Tear, Rasgado, Zerrissen,"پاره	", ممزق
Tear Down,Para destrozar,Zerreißen,درهم دریدن,لتمزيق
Tear Gasses,Gas lacrimógeno,Tränengas,گاز اشک آور,الغاز المسيل للدموع
Tear Into Pieces, Harapiento, Zottig,"پاره پاره	", ممزق
Tear Jerking,Llanto,Weinen,گریه آور,بكاء
Tear Up,Para destrozar,Zerreißen,درهم دریدن,لتمزيق
Teardrop,Lágrima,Träne,قطره اشک,دمعة
Tearful,Lloroso,Tränenreich,اشکبار,دامعة
Tearfully,Llanto,Weinen,گریه کنان,بكاء
Tearing,Incumplimiento,Verstoß,خرق,يخرق
Tearjerker,Llanto,Weinen,گریهآور,بكاء
Tearless,Sin lágrimas,Ohne Tränen,بی اشک,بدون دموع
Tears,Agua de Gore,Gore-Wasser,آب غوره,مياه جور
Tease,Hablar con dureza,Hart sprechen,سخنان نیشدارگفتن,للتحدث بقسوة
Teasel,Hombro de pastor,Hirtenschulter,شانه چوپان,كتف الراعي
Teaspoon,Cucharilla,Teelöffel,قاشق چای خوری,ملعقة صغيرة
Teastrainer,Colar el té.,Den Tee abseihen.,چای صاف کن,صفي الشاي.
Teaze,Hablar con dureza,Hart sprechen,سخنان نیشدارگفتن,للتحدث بقسوة
Teazel,Máquina rascadora,Kratzmaschine,ماشین خارزنی,آلة الخدش
Teazle,Máquina rascadora,Kratzmaschine,ماشین خارزنی,آلة الخدش
Teched,Estoy confundido.,Ich bin verwirrt.,بهم خورده,أنا مرتبك.
Technical,Técnico,Technisch,تکنیکی,اِصطِلاحِيّ
Technical Director,Gerente Técnico,Technischer Leiter,مدیر فنی,المدير الفني
Technical Drawing,Dibujo técnico,Technische Zeichnung,رسم فنی,الرسم الفني
Technical Knowledge,Tecnología,Technologie,فن آوری,تكنولوجيا
Technical School,Galería de arte,Kunstgalerie,هنرسرا,معرض فني
Technicality,Términos técnicos,Fachbegriffe,اصطلاحات فنی,المصطلحات التقنية
Technician,Investigador,Forscher,کاردانشگردگر,الباحث
Technique,Técnica,Technik,تکنیک,تقنية
Technological,Tecnológico,Technologisch,تکنولوژیکی,تكنولوجي
Technology,Tecnología,Technologie,تکنولوژی,تكنولوجيا
Ted, Devolver, Zurückkehren,"برگردان	", يعود
Teddy Bear,Oso de peluche,Teddybär,خرس عروسکی,دمية دب
Tedious,Aburrido,Langweilig,کسل کننده,ممل
Tee Shirt,Camiseta,Unterhemd,زیر پیراهنی,قميص داخلي
Teem, Pluma, Feder,"پر	", ريشة
Teenager,Adolescente,Teenager,نوجوان,مراهق
Teeter,De aquí para allí,Hin und her,پس وپیش رفتن,ذهابا وايابا
Teethe,Dentición,Zahnen,دندان در آوردن,التسنين
Tegmentum,Membrana de recubrimiento,Abdeckmembran,غشاء پوششی,غشاء التغطية
Tegucigalpa,Tegucigalpa,Tegucigalpa,تگوسیگالپا,تيغوسيغالبا
Tegumnentum,Membrana de recubrimiento,Abdeckmembran,غشاء پوششی,غشاء التغطية
Tehran,Teherán,Teheran,طهران,طهران
Tehrani,Teherán,Teheran,تهرانی,طهراني
Tejeut,Tejo,Tejo,تژو,تيجو
Tel Aviv,Tel Aviv,Tel Aviv,تل آویو,تل أبيب
Telaviv,Tel Aviv,Tel Aviv,تلاویو,تل أبيب
Telecommunication,Telecomunicaciones,Telekommunikation,مخابرات,الاتصالات السلكية واللاسلكية
Telegram,Telegrama,Telegramm,تلگرام,برقية
Telegraph, Telégrafo, Telegraph,"تلگراف	", التلغراف
Telegraph Office,Casa del telégrafo,Telegraphenhaus,تلگراف خانه,بيت التلغراف
Telegraph Operator,¿Qué es el telégrafo?,Was ist der Telegraph?,تلگراف چی,ما هو التلغراف؟
Telegraphic,Telegráfico,Telegraphisch,تلگرافی,تلغرافي
Telegraphically,Telegráfico,Telegraphisch,تلگرافی,تلغرافي
Telegraphy,Fax,Fax,دورنگاری,فاكس
Teleologist,Fin del mundo,Ende der Welt,پایان شناس,نهاية العالم
Teleology,Final,Ende,پایان شناسی,النهاية
Telephone,Durgo,Durgo,دورگو,دورغو
Telephone Booth,Cabina telefónica,Telefonzelle,کابین تلفن,كابينة الهاتف
Telephone Communication,conversación telefónica,Telefongespräch,رابطه تلفنی,محادثة هاتفية
Telephone Conversation,conversación telefónica,Telefongespräch,مکالمه تلفنی,محادثة هاتفية
Telephone Dial,Marcador,Dialer,شماره گیر,المتصل
Telephone Operator,¿Cual es el numero de teléfono?,Wie lautet die Telefonnummer?,تلفن چی,ما هو رقم الهاتف؟
Telephoner,Llamador,Anrufer,تلفن کننده,المتصل
Telescope,cámara astronómica,Astronomische Kamera,دوربین نجومی,كاميرا فلكية
Teletype,Teletipo,Fernschreiber,تله تایپ,التلكس
Televised,Televisión,Fernsehen,تلویزیونی,تلفزيون
Television,Televisión,Fernsehen,تلویزیون,تلفزيون
Television Flakes,Tordo,Soor,برفک,مرض القلاع
Television Program,programa de televisión,Fernsehsendung,برنامه تلویزیونی,برنامج تلفزيوني
Tell,Dicho,Sprichwort,گفتن,قول
Tell Fortune,Horóscopo,Horoskop,طالع دیدن,برجك
Tell The Truth,Para decir la verdad,Um die Wahrheit zu sagen,راست گفتن,لأقول الحقيقة
Telltale,Para informar,Informieren,خبرچینی کردن,لإعلام
Telomeris,Telomerasa,Telomerase,تلومراز,التيلوميراز
Temerity,Audacia,Mut,تهور,الجرأة
Temper, Hacer la masa, Den Teig zubereiten,"درست خمیر	", اصنع العجينة
Temperament,Naturaleza,Natur,فطرت,طبيعة
Temperamental,Temperamento,Temperament,مزاجی,مزاج
Temperaments,Mezcla,Mischung,امزجه,خليط
Temperance,Moderación,Mäßigung,اعتدال,الاعتدال
Temperate,Moderado,Mäßig,معتدل,معتدل
Temperature,Temperatura,Temperatur,درجه حرارت,درجة حرارة
Tempere,Anegamiento,Staunässe,آب دیدهگی,التشبع بالمياه
Tempered,Empapado de agua,Wassergetränkt,آب دیده,منقوع بالماء
Tempered Steel,acero templado,Gehärteter Stahl,فولاد آبدیده,الفولاذ المقسّى
Temperence,Mediación,Mediation,میانگیری,وساطة
Tempest,Hierve y hierve,Furunkel und Furunkel,جوش وخروش,الدمامل والدمامل
Tempestuous,Cañón y flecha,Kanone und Pfeil,پرتوپ وتشر,المدفع والسهم
Templar,Relacionado con el templo,Tempelbezogen,وابسته بمعبد,متعلق بالمعبد
Temple,Temporal,Zeitlich,گیجگاه,زمني
Temples,Ihram,Ihram,احرام,الإحرام
Temporal,Afiliado a la ciudad,Verbunden mit der Stadt,وابسته بگیجگاه,تابعة للمدينة
Temporal And Spatial,Celestial y espacial,Himmlisch und räumlich,سمانی و مکانی,السماوية والمكانية
Temporality,Transitoriedad,Vergänglichkeit,زود گذری,الزوال
Temporarily,Temporalmente,Vorübergehend,موقتا,مؤقتا
Temporary,Insostenible,Nicht nachhaltig,بی دوام,غير مستدام
Temporary Government,Gobierno provisional,Provisorische Regierung,دولت موقت,الحكومة المؤقتة
Temporary Marriage,Muta,Mutah,متعه,مُتَا
Temporize,"De la mano, se",Hand in Hand geht es,دست بدست کردآن,"يدا بيد، هو"
Temprature,Grado,Grad,درجه,درجة
Temproil,Temperville,Temperville,تمپرویل,تمبرفيل
Tempt, Tentado, Versuchung,"دچار وسوسه	", مُغرى
Temptable,Tentable,Verlockend,فریفته شدنی,مُغري
Temptation,Tentación,Verlockung,وسوسه,إغواء
Tempter,Tentador,Versucher,وسوسه گر,المُغري
Tempting,Tentador,Verlockend,وسوسه آمیز,مغري
Ten,diez,zehn,ده,عشرة
Ten Commandments,Los diez mandamientos,Die Zehn Gebote,احکام دهگانه,الوصايا العشر
Ten Times,Diez veces,Zehnmal,ده برابر,عشر مرات
Tenability,Mantenibilidad,Wartbarkeit,قابلیت نگهداری,قابلية الصيانة
Tenable,Defendible,Vertretbar,قابل مدافعه,قابلة للدفاع عنها
Tenacious,Estable,Stabil,استوار,مستقر
Tenacity,Testarudez,Sturheit,سرسختی,العناد
Tenancy,Propiedad temporal,Vorübergehendes Eigentum,مالکیت موقت,الملكية المؤقتة
Tenant, Inquilino, Besatzer,"متصرف	", المحتل
Tend To, Milla, Meile,"مایل	", ميل
Tenddy Boy,Mazlaf,Mazlaf,مزلف,مزلَف
Tendency,Deseo,Wunsch,تمایل,يرغب
Tender,Oferta pública de adquisición,Übernahmeangebot,پیشنهاد مناقصه,عرض العطاء
Tender Heart,Corazón delgado,Dünnes Herz,قلب رقیق,قلب رقيق
Tender Hearted,De corazón delgado,Dünnherzig,نازک دل,رقيق القلب
Tenderfoot,Magreb Amer,Maghreb-Amerikaner,مغرب آمر,المغرب العربي
Tenderhearted,De corazón delgado,Dünnherzig,رقیق القلب,رقيق القلب
Tender-Hearted,Corazón delgado,Dünnes Herz,دل نازک,قلب رقيق
Tenderheartedness,Ternura de corazón,Zärtlichkeit des Herzens,رقت قلب,رقة القلب
Tenderization,Adelgazamiento,Verdünnung,نازک سازی,رقيق
Tenderize, Latif, Latif,"لطیف	", لطيف
Tenderly Brought Up,Manos de cocina,Kochhände,دست پخت,أيدي الطبخ
Tending,Milla,Meile,مایل,ميل
Tendinous,Puré de carne,Püriertes Fleisch,گوشت پوره دار,اللحوم المهروسة
Tendon,Cola amarilla,Gelbschwanz,زردپی,ذيل أصفر
Tendonous,Tendón,Sehne,وتری,وتر
Tendril,raíz de hiedra,Efeuwurzel,ریشه پیچک,جذر اللبلاب
Tenet,Creencias religiosas,Religiöse Überzeugungen,متعقدات مذهبی,المعتقدات الدينية
Tenfold,Diez veces,Zehnmal,ده چندان,عشر مرات
Tennessee,Tennesse,Tennessee,تنسی,تينيسي
Tennis,Tenis,Tennis,تنیس,التنس
Tennis Ball,pelota de tenis,Tennisball,توپ تنیس,كرة التنس
Tennis Court,Pista de tenis,Tennisplatz,زمین تنیس,ملعب تنس
Tennis Player,Jugador de tenis,Tennisspieler,تنیس باز,لاعب تنس
Tennis Shoe,Zapatillas,Turnschuhe,کفش کتانی,أحذية رياضية
Tenon, Con pestañas, Mit Registerkarten,"زبانه دار	", مُبوب
Tenor,Concepto,Konzept,مفهوم,مفهوم
Tenruial,Posesivo,Besitzergreifend,تصرفی,تملكي
Tens,Docenas,Dutzende,ده ها,العشرات
Tense,Tiempo verbal,Zeitform,زمان فعل,زمن الفعل
Tensile,Elástico,Elastisch,کش دار,مرن
Tensility,Elasticidad,Elastizität,کش داری,مرونة
Tension,Civilización,Zivilisation,تمدد,الحضارة
Tensionless,Sin presión,Drucklos,بیفشار,غير مضغوط
Tensive,Elástico,Dehnbar,کشیده شدنی,قابلة للتمدد
Tensor,Tensor,Tensor,تانسور,الموتر
Tent,Montar una tienda de campaña,Zelt aufstellen,خیمه زدن,نصب خيمة
Tent Dwelling,Cámping,Camping,چادر نشینی,التخييم
Tent Enclosure,Preciso,Genau,درادق,دقيق
Tentacular,Axilas,Achseln,بازوچهای,الإبطين
Tentaculata,plexo braquial,Plexus brachialis,بازوداران,الضفيرة العضدية
Tentage,Montaje de tiendas de campaña,Zeltaufbau,خیمه زنی,نصب الخيام
Tentative,Práctica experimental,Experimentelle Praxis,عمل تجربی,الممارسة التجريبية
Tentatively,Examinando,Untersuchen,امتحاناً,فحص
Tenth,Diezmo,Der Zehnte,عشر,العشور
Tentless,Sin tienda de campaña,Ohne Zelt,بی چادر,بدون خيمة
Tentmaker,Khayyam,Khayyam,خیام,الخيام
Tenuity,Ternura,Zärtlichkeit,لطافت,الرقة
Tepid,Medio gramo,Ein halbes Gramm,نیمگرم,نصف جرام
Tepidity,Medio gramo,Ein halbes Gramm,نیمگرمی,نصف جرام
Terebinthine,Trementina,Terpentin,تربانتین,زيت التربنتين
Tergiversator,Esquivar.,Ausweichen.,طفره رو,مراوغة.
Term,Palabra,Wort,واژه,كلمة
Term Of Office,Tenencia,Amtszeit,دوره تصدی,مدة الخدمة
Terminable,Endable,Endbar,پایان یافتنی,قابل للإنهاء
Terminal,Terminal,Terminal,پایانه,صالة
Terminal Unit,Unidad final,Endgültige Einheit,واحد پایانی,الوحدة النهائية
Terminat,Para terminar,Zum Abschluss,ببپایان رساندن,لإنهاء
Terminate,Para gastar,Verbringen,سپری کردن,لقضاء
Terminated,Interrumpido,Unterbrochen,منقطع,متقطع
Terminating,Fin de la sección,Ende des Abschnitts,پایان بخش,نهاية القسم
Termination,Final,Ende,پایان یابی,النهاية
Terminative,Hasta el final,Bis zum Ende,بپایان رساننده,الى النهاية
Terminator,Terminador,Terminator,فسخ کننده,المدمر
Terminatory,Terminación,Beendigung,فسخی,إنهاء
Terminology,Terminología,Terminologie,مجموعه اصطلاحات,مصطلحات
Termite,Termita,Termite,موریانه,النمل الأبيض
Termless,Sin promesa,Ohne Versprechen,بی وعده,بدون وعد
Terne,Y para pudrir el plomo,Und das Blei verrotten,وسرب پوساندن,ولتعفن الرصاص
Terneplate,Y para pudrir el plomo,Und das Blei verrotten,وسرب پوساندن,ولتعفن الرصاص
Terpenic,Mezcla de butterpene,Butterpenmischung,مخلوط باترپن,خليط الزبدة
Terpenoid,Mezcla de butterpene,Butterpenmischung,مخلوط باترپن,خليط الزبدة
Terra Firma,Pieza original,Originalstück,قطعه اصلی,القطعة الأصلية
Terrace, Trono, Thron,"تختان دار	", عرش
Terrain,Cargas territoriales,Grundschulden,عوارض زمین,رسوم الأراضي
Terret,collar de perro,Hundehalsband,قلاده گردن سگ,طوق الكلب
Terrible,Trágico,Tragisch,مصیبتآمیز,مأساوي
Terrific,Maravilloso,Wunderbar,فوق العاده,رائع
Terrified,Aterrorizado,Verängstigt,وحشت زده,مرعوب
Terrify,Para asustar,Erschrecken,هول دادن,لتخويف
Territ,collar de perro,Hundehalsband,قلاده گردن سگ,طوق الكلب
Territorial,Terrenal,Irdisch,زمینی,أرضي
Territorial Integrity,Integridad territorial,Territoriale Integrität,تمامیت ارضی,السلامة الإقليمية
