en,es,de,fa,ar
"Your full name, you will known by this around the site","Tu nombre completo, por este nombre eres conocido en el sistema.","Ihr vollständiger Name, unter diesem Namen sind Sie im System bekannt.","نام کامل شما، شما را با این نام در سامانه می شناسند","اسمك الكامل، أنت معروف بهذا الاسم في النظام."
Are you sure you want to return this draft to the currentbox?,¿Está seguro de que desea devolver este documento a la carpeta actual?,Möchten Sie dieses Dokument wirklich in den aktuellen Ordner zurückverschieben?,آیا مطمئن هستید که می خواهید این سند را به صندوق جاری برگردانید؟,هل أنت متأكد أنك تريد إرجاع هذا المستند إلى المجلد الحالي؟
SQLSTATE[<0><1>S<2><1>]: Base table or view not found: <3><3><0><4> Table <5> doesn<6>t exist,SQLSTATE[<0><1>S<2><1>]: No se encontró la tabla base o la vista: <3><3><0><4> La tabla <5><6> no existe.,SQLSTATE[<0><1>S<2><1>]: Basistabelle oder Ansicht nicht gefunden: <3><3><0><4> Tabelle <5><6> existiert nicht.,SQLSTATE[<0><1>S<2><1>]: جدول یا نمای پایه یافت نشد: <3><3><0><4> جدول <5><6>وجود ندارد,SQLSTATE[<0><1>S<2><1>]: لم يتم العثور على الجدول الأساسي أو العرض: <3><3><0><4> الجدول <5><6> غير موجود.
SQLSTATE[<0><1>S<2><1>]: Base table or view not found: <3><3><0><4> Table <5> doesn't exist,SQLSTATE[<0><1>S<2><1>]: No se encontró la tabla base o vista: <3><3><0><4> La tabla <5> no existe,SQLSTATE[<0><1>S<2><1>]: Basistabelle oder Ansicht nicht gefunden: <3><3><0><4> Tabelle <5> existiert nicht,SQLSTATE[<0><1>S<2><1>]: جدول یا نمای پایه یافت نشد: <3><3><0><4> جدول <5> وجود ندارد,SQLSTATE[<0><1>S<2><1>]: لم يتم العثور على الجدول الأساسي أو العرض: <3><3><0><4> الجدول <5> غير موجود
The effective threshold for the numbers of good pieces in each draft,Umbral efectivo para cada pieza de un producto en cada documento,Effektiver Schwellenwert für jedes Stück einer Ware in jedem Dokument,آستانه موثر برای هر قطعه از یک کالا در هر سند,الحد الأقصى الفعال لكل قطعة من السلعة في كل وثيقة
The effective threshold for the numbers of product pieces in each draft,Umbral efectivo para cada pieza de un producto en cada documento,Effektiver Schwellenwert für jedes Produktstück in jedem Dokument,آستانه موثر برای هر قطعه از یک محصول در هر سند,الحد الأقصى الفعال لكل قطعة من المنتج في كل وثيقة
The main name of the object  The website owner and name,El nombre del objeto principal del propietario del sitio web y el nombre,Der Hauptobjektname des Websitebesitzers und der Name,نام اصلی شی مالک وب سایت و نام,اسم الكائن الرئيسي لمالك الموقع والاسم
This account is not active yet!<0><1>Try to send the activation email again!<2>,¡Esta cuenta aún no está activa!<0><1>¡Reenvíe el correo electrónico de activación!<2>,Dieses Konto ist noch nicht aktiv!<0><1>Senden Sie die Aktivierungs-E-Mail erneut!<2>,این حساب هنوز فعال نیست!<0><1>دوباره ایمیل فعال سازی را ارسال کنید!<2>,هذا الحساب غير نشط بعد!<0><1>أعد إرسال بريد التفعيل!<2>
Your account will need to be activated if you change the field!,"¡Si cambias este campo, tu cuenta debería ser activada!","Wenn Sie dieses Feld ändern, sollte Ihr Konto aktiviert werden!","اگر این فیلد را تغییر دهید، حساب شما باید فعال شود!","إذا قمت بتغيير هذا الحقل، سيتم تفعيل حسابك!"
"The main contacts details to show on the most pages and contact page
",Datos de contacto principales para mostrar en la mayoría de las páginas y página de contacto,Die wichtigsten Kontaktdaten werden auf den meisten Seiten und der Kontaktseite angezeigt.,جزئیات مخاطبین اصلی برای نمایش در بیشتر صفحات و صفحه تماس,تفاصيل الاتصال الرئيسية التي سيتم عرضها في معظم الصفحات وصفحة الاتصال
"The main KeyWords of the website, these will effect on SEO and views
",Las palabras clave principales del sitio web afectan al SEO y a las visitas.,Die wichtigsten Schlüsselwörter der Website wirken sich auf SEO und Besuche aus.,"کلمات کلیدی اصلی وب سایت، بر روی سئو و بازدیدها تأثیر می گذارد",الكلمات الرئيسية للموقع تؤثر على تحسين محركات البحث والزيارات.
"Unfortunately, you have no access to the site now!<0>Please try a few minutes later...","Lamentablemente, no tienes acceso al sistema en este momento.<0>Por favor, inténtalo de nuevo más tarde...",Leider haben Sie momentan keinen Zugriff auf das System!<0>Bitte versuchen Sie es später noch einmal...,"متأسفانه، در حال حاضر به سامانه دسترسی ندارید!<0>لطفا مدتی بعد مجدد تلاش فرمایید...","لسوء الحظ، ليس لديك إمكانية الوصول إلى النظام في الوقت الحالي!<0>يرجى المحاولة مرة أخرى لاحقًا..."
aseqbase is a project sponsored by MiMFa. Designed by: MiMFa aseqbase Pure Web Design Framework,aseqbase es un proyecto respaldado por expertos en desarrollo tecnológico de MiMFa. Marco propietario de aseqbase de MiMFa.,"aseqbase ist ein Projekt, das von MiMFa-Technologieentwicklungsexperten unterstützt wird. MiMFa aseqbase ist ein proprietäres Framework",اسِک بِیس پروژه ای است که توسط متخصصین توسعه فناوری میم فا حمایت می شود. فریموک اختصاصی میم فا اسِک بِیس,aseqbase هو مشروع مدعوم من خبراء تطوير تكنولوجيا میم فا. إطار عمل MiMFa aseqbase الخاص
An activation email sent successfully to your account (<0>)! Please check your email and click on the link.,Se ha enviado correctamente un correo electrónico de activación a tu cuenta (<0>). Revisa tu correo electrónico y haz clic en el enlace.,Eine Aktivierungs-E-Mail wurde erfolgreich an Ihr Konto (<0>) gesendet! Bitte überprüfen Sie Ihre E-Mail und klicken Sie auf den Link.,یک ایمیل فعال سازی با موفقیت به حساب شما ارسال شد (<0>)! لطفا ایمیل خود را بررسی کنید و روی لینک کلیک کنید.,تم إرسال رسالة تفعيل إلى حسابك بنجاح (<0>)! يُرجى التحقق من بريدك الإلكتروني والنقر على الرابط.
"to manage day-to-day business activities such as accounting, procurement, project management, risk management and compliance, and supply chain operations.","Gestionar las actividades comerciales diarias, como contabilidad, adquisiciones, gestión de proyectos, gestión de riesgos y cumplimiento y operaciones de la cadena de suministro.","Zur Verwaltung alltäglicher Geschäftsaktivitäten wie Buchhaltung, Beschaffung, Projektmanagement, Risiko- und Compliance-Management sowie Lieferkettenabläufe.","برای مدیریت فعالیت های تجاری روزمره مانند حسابداری، تدارکات، مدیریت پروژه، مدیریت ریسک و انطباق، و عملیات زنجیره تامین.",لإدارة الأنشطة التجارية اليومية مثل المحاسبة والمشتريات وإدارة المشاريع وإدارة المخاطر والامتثال وعمليات سلسلة التوريد.
"Fortunately, you received a <0> mark due to the this work!
Here added <1> marks to each person of your units.","¡Afortunadamente, recibiste una puntuación de <0> por esto!
 Además, se agregaron <1> puntos positivos a cada persona de tu unidad.","Glücklicherweise haben Sie hierfür die Punktzahl <0> erhalten!
 Außerdem wurden jeder Person in Ihrer Einheit <1> Pluspunkte gutgeschrieben.","خوشبختانه به دلیل این کار نمره <0> دریافت کردید!
همچنین <1>  امتیاز مثبت به هر فرد از واحد شما اضافه شده است.","لحسن الحظ، لقد حصلت على درجة <0> لهذا!
 كما تمت إضافة <1> نقطة إيجابية لكل شخص في وحدتك."
"Unfortunately, you received a <0> mark due to the this work!
Here added <1> marks to each person of your units.","¡Desafortunadamente, recibiste <0> puntos negativos por esta acción!
 Además, se han agregado <1> puntos negativos a cada persona en tus unidades.","Leider haben Sie für diese Aktion <0> Minuspunkte erhalten!
 Außerdem wurden jeder Person in Ihren Einheiten <1> Minuspunkte gutgeschrieben.","متأسفانه به دلیل این کار شما  <0> امتیاز منفی دریافت کردید!
همچنین <1> امتیاز منفی به هر فرد در واحدهای شما اضافه شده است.","لسوء الحظ، لقد حصلت على <0> نقطة سلبية لهذا الإجراء!
 كما تمت إضافة <1> نقطة سلبية لكل شخص في وحداتك."
"A special framework for web development called <0> (a sequence-based framework) has been developed to implement safe, flexible, fast, and strong pure websites based on that, since <1><2><3><4> so far."," Un marco de desarrollo web especial de código abierto llamado <0> (un marco basado en secuencias) para implementar sitios web puros, seguros, flexibles, rápidos y robustos, desarrollado desde <1><2><3><4>"," Ein spezielles Open-Source-Webentwicklungsframework namens <0> (ein sequenzbasiertes Framework) zur Implementierung reiner, sicherer, flexibler, schneller und robuster Websites, entwickelt seit <1><2><3><4>","یک چارچوب ویژه متن باز توسعه وب به نام <0> (یک چارچوب مبتنی بر توالی) برای پیاده سازی وب سایت های خالص، ایمن، انعطاف پذیر، سریع و قوی، توسعه یافته از سال <1><2><3><4> "," إطار عمل خاص مفتوح المصدر لتطوير الويب يسمى <0> (إطار عمل قائم على التسلسل) لتنفيذ مواقع ويب نقية وآمنة ومرنة وسريعة وقوية، تم تطويره منذ <1><2><3><4>"
"We are a team has considered the idea as a small start-up project and has developed it through its financial and human resources. The start-up has gathered people from the professionals around a table. Our products are now ready to be presented to our dear users, and we are impatiently waiting to receive your comments.",Somos un equipo que tomó esta idea como un pequeño proyecto de startup y la desarrolló con nuestros propios recursos financieros y humanos. Esta startup ha reunido a profesionales en torno a una mesa. Nuestros productos ya están listos para ser presentados a nuestros estimados usuarios y esperamos con interés sus comentarios.,"Wir sind ein Team, das diese Idee als kleines Startup-Projekt aufgegriffen und mit eigenen finanziellen und personellen Ressourcen weiterentwickelt hat. Dieses Startup hat Experten an einen Tisch gebracht. Unsere Produkte sind nun bereit, unseren geschätzten Nutzern präsentiert zu werden, und wir warten gespannt auf Ihr Feedback.",ما تیمی هستیم که این ایده را یک پروژه کوچک استارت آپی در نظر گرفته و آن را از طریق منابع مالی و انسانی خود توسعه داده است. این استارت آپ افراد حرفه ای را دور یک میز جمع کرده است. محصولات ما هم اکنون آماده ارائه به کاربران عزیز می باشد و بی صبرانه منتظر دریافت نظرات شما هستیم.,"نحن فريقٌ أخذ هذه الفكرة كمشروعٍ ناشئٍ صغير، وطوّرناها بمواردنا المالية والبشرية الخاصة. جمع هذا المشروعُ المهنيينَ على طاولةٍ واحدة. منتجاتنا جاهزةٌ الآن لعرضها على مستخدمينا الأعزاء، وننتظر بفارغ الصبر ملاحظاتكم."
