en,es,de,fa,ar
Peaceful Coexistence,Convivencia Pacífica,Friedliche Koexistenz,همزیستی مسالمت آمیز,التعايش السلمي
Peaceful People,Gente Pacífica,Friedliche Menschen,مردم صلح طلب,الناس المسالمين
Peacefully,Pacíficamente,Friedlich,به طور مسالمت آمیز,بسلام
Peacefulness,Tranquilidad,Friedlichkeit,آرامش,الهدوء
Peace-Loving,Amante De La Paz,Friedliebend,صلح دوست,محب للسلام
Peace-Maker,Pacificador,Friedensstifter,صلح طلب,صانع السلام
Peace-Seeker,Buscador De La Paz,Friedenssucher,صلح طلب,باحث عن السلام
Peach,Durazno,Pfirsich,هلو,خَوخ
Peacock,Pavo Real,Pfau,طاووس,الطاووس
Peacockish,Pavo Real,Pfauenhaft,طاووسی,طاووسي
Peacocky,Pavo Real,Pfauenartig,طاووسی,طاووس
Peak,Cima,Gipfel,اوج,قمة
Peaked,Puntiagudo,Erreichte Seinen Höhepunkt,اوج گرفت,بلغت ذروتها
Peakless,Sin Pico,Spitzenlos,بی اوج,بلا قمة
Peal,Repique,Läuten,پوست کندن,جلجلة
Peanoforte,Peanoforte,Peanoforte,پئانوفورت,بيانوفورتي
Peanut,Maní,Erdnuss,بادام زمینی,الفول السوداني
Pear,Pera,Birne,گلابی,كُمَّثرَى
Pearl,Perla,Perle,مروارید,لؤلؤة
Pearl Fishing,Pesca De Perlas,Perlenfischen,صید مروارید,صيد اللؤلؤ
Pearl Oyster,Madreperla,Perlenauster,صدف مروارید,محار اللؤلؤ
Pearlized,Perlado,Perlmuttartig,مروارید کاری شده,لؤلؤي
Peasant,Campesino,Bauer,دهقانی,فلاح
Peasantry,Campesinado,Bauernschaft,دهقانی,الفلاحون
Peat,Turba,Torf,پیت,الخث
Peccable,Pecable,Sündhaft,عیب پذیر,قابل للخطأ
Peccavi,Peccavi,Peccavi,پکاوی,بيكافي
Peck,Picotear,Picken,پک,نقرة
Pecker,Pájaro Carpintero,Schwanz,پکر,فم
Pectin,Pectina,Pektin,پکتین,البكتين
Pectinate,Pectinato,Kammförmig,پکتینه,مشطي
Pectinated,Pectinado,Kammförmig,پکتینه شده,مشطي
Pectoral,Pectoral,Brust,سینه ای,صدري
Pectoriloquy,Pectoriloquio,Pektorilologie,سینه زنی,نطق الصدر
Peculiarity,Peculiaridad,Besonderheit,ویژگی,خصوصية
Pecuniary,Pecuniario,Finanzielle,مالی,مالي
Pedal,Pedal,Pedal,پدال,دواسة
Pedaling,Pedaleo,Treten,رکاب زدن,الدواسة
Pedalled,Pedaleó,In Die Pedale Getreten,رکاب زده,دواسة
Pedant,Pedante,Pedant,فضل فروش,المتحذلق
Pedantic,Pedante,Pedantisch,آدم ملانطقی,متحذلق
Peddle,Difundir,Hausieren,دستفروشی,تجول
Peddler,Vendedor Ambulante,Hausierer,دستفروش,بائع متجول
Peddlery,Venta Ambulante,Hausierer,دستفروشی,التجوال
Peddling,Venta Ambulante,Hausieren,دستفروشی,البيع المتجول
Pederast,Pederasta,Päderast,پدراست,اللواط
Pederasty,Pederastia,Päderastie,لواط,اللواط
Pedestal,Pedestal,Sockel,پایه,قاعدة
Pedestrian,Peatonal,Fußgänger,عابر پیاده,المشاة
Pediatrician,Pediatra,Kinderarzt,متخصص اطفال,طبيب أطفال
Pedicellinidae,Pedicelínidos,Pedicellinidae,پدیسلینیدا,البيدسيلينيدي
Pedicle,Pedículo,Stiel,ساقه,عنيق
Pedicular,Pedicular,Stiel,پدیکولار,قملي
Pediculate,Pediculado,Gestielt,پدیکوله کردن,عنيق
Pedigree,Genealogía,Stammbaum,شجره نامه,نسب
Pedimeter,Podómetro,Schrittzähler,گام شمار,عداد الخطوات
Pedlary,Vendedor Ambulante,Hausierer,دستفروشی,التجوال
Pedogenesis,Pedogénesis,Pedogenese,پدوژنز,التولد
Pedology,Pedología,Bodenkunde,خاک شناسی,علم التربة
Pedometer,Podómetro,Schrittzähler,گام شمار,عداد الخطى
Pedram,Pedram,Pedram,پدرام,بيدرام
Pedro,Pedro,Pedro,پدرو,بيدرو
Peduncle,Pedúnculo,Stiel,دمگل,سويقة
Pedunculate,Pedunculado,Gestielt,دارای پایه,معنق
Peek,Ojeada,Spähen,زیرچشمی نگاه کردن,نظرة خاطفة
Peel,Cáscara,Schälen,پوست کندن,قشر
Peel Off,Despegar,Abziehen,پوست کندن,قشر
Peeled,Pelado,Geschält,پوست کنده,مقشر
Peeling,Peladura,Peeling,پوست کندن,تقشير
Peep,Mirar Furtivamente,Gucken,پیپ,زقزقة
Peer,Par,Peer,همتا,نظير
Peerage,Nobleza,Adelsstand,اشرافیت,النبلاء
Peeress,Paresa,Gleichaltrige,همتا,نبيلة
Peerless,Sin Igual,Unvergleichlich,بی همتا,منقطع النظير
Peers,Colegas,Gleichaltrige,همسالان,أقرانهم
Peevish,Malhumorado,Mürrisch,کج خلقی,نكد
Peevishly,Con Mal Humor,Mürrisch,با کج خلقی,بانزعاج
Peg,Clavija,Pflock,میخ,وتد
Peg Out,Estirar La Pata,Abstecken,میخکوب کردن,ربط خارج
Pegah,Pegah,Pegah,پگاه,بيجاه
Peity,Piedad,Frömmigkeit,پیت,التقوى
Pejorative,Peyorativo,Abwertend,تحقیرآمیز,مهين
Pekinese,Pekinés,Pekinese,پکینیز,البكيني أحد أبناء بكين
Pekoe,Pekoe,Pekoe,پکو,بيكو
Pelagian,Pelagiano,Pelagisch,پلاژیان,أوقيانوسي
Pelf,Vil Metal,Geld,پف,ثروة
Pelican,Pelícano,Pelikan,پلیکان,البجع
Pelicaniforms,Pelicaniformes,Pelikanartige,پلیکانی سانان,طيور البجع
Pell Mell,Atropelladamente,Durcheinander,پل مل,بيل ميل
Pellicle,Película,Häutchen,پوسته,غشاء رقيق
Pelliculate,Peliculado,Pellikulieren,پوسته پوسته,قشري
Pelling,Pelando,Pelling,قلقلک,التكسير
Pelt,Piel,Fell,پوست کندن,قذف
Peltate,Peltado,Schildförmig,پوسته پوسته,درعي
Pelvic,Pélvico,Becken-,لگن,الحوض
Pelvis,Pelvis,Becken,لگن,الحوض
Pen,Bolígrafo,Stift,قلم,قلم
Pen Name,Seudónimo,Pseudonym,نام قلم,اسم مستعار
Pen Point,Punta De Bolígrafo,Stiftspitze,نوک قلم,نقطة القلم
Penal,Penal,Strafrechtlich,کیفری,جزائي
Penalty,Pena,Strafe,پنالتی,جزاء
Penchant,Inclinación,Vorliebe,گرایش,ميل
Pencil,Lápiz,Bleistift,مداد,قلم رصاص
Pencil Rack,Estante Para Lápices,Stiftehalter,قفسه مداد,رف أقلام الرصاص
Pencil Sharpener,Sacapuntas,Bleistiftspitzer,مداد تراش,مبراة أقلام الرصاص
Pencil Sharpner,Sacapuntas,Bleistiftspitzer,مداد تراش,مبراة أقلام الرصاص
Penciling,Dibujo A Lápiz,Bleistiftzeichnung,مداد کاری,الرسم بالقلم الرصاص
Penciller,Dibujante,Bleistiftzeichner,مدادکار,رسام بالقلم الرصاص
Pendant,Colgante,Anhänger,آویز,قلادة
Pending,Pendiente,Ausstehend,در حال بررسی,قيد الانتظار
Pendular,Pendular,Pendel,پاندول دار,بندولي
Pendulum,Péndulo,Pendel,آونگ,البندول
Penetrable,Penetrable,Durchdringbar,قابل نفوذ,قابلة للاختراق
Penetralia,Penetralia,Penetralia,پنترالیا,اختراقية
Penetrance,Penetrancia,Penetranz,نفوذ,النفاذية
Penetrate,Penetrar,Durchdringen,نفوذ کردن,اختراق
Penetrating,Penetrante,Durchdringend,نافذ,اختراق
Penetration,Penetración,Penetration,نفوذ,اختراق
Penicillin,Penicilina,Penicillin,پنی سیلین,البنسلين
Penile,Pene,Penis,آلت تناسلی,القضيب
Peninsula,Península,Halbinsel,شبه جزیره,شبه جزيرة
Penis,Pene,Penis,آلت تناسلی,قضيب
Penis Like,Como Un Pene,Penis Wie,آلت تناسلی مرد مانند,مثل القضيب
Penitence,Penitencia,Buße,توبه,التوبة
Penitentiary,Penitenciario,Zuchthaus,زندان,إصلاحية
Penknife,Cortaplumas,Taschenmesser,چاقوی جیبی,مطواة
Penmanship,Caligrafía,Kalligraphie,قلمزنی,فن الخط
Penniless,Sin Dinero,Mittellos,بی پول,مفلس
Pennsylvania,Pensilvania,Pennsylvania,پنسیلوانیا,بنسلفانيا
Penny,Centavo,Penny,پنی,بنس واحد
Penny Royal,Centavo Real,Penny Royal,پنی رویال,بيني رويال
Penny Wise,Ahorrativo,Am Falschen Ende Sparen,پنی عاقلانه,بنس واحد حكيم
Pennyroyal,Poleo,Poleiminze,پونه,النعناع البري
Penology,Criminología,Strafrecht,کیفرشناسی,علم العقوبات
Pension,Pensión,Pension,حقوق بازنشستگی,مَعاش
Pension Receiving,Receptor De Pensión,Rentenempfänger,دریافت مستمری,متلقي المعاش التقاعدي
Pensioner,Pensionista,Rentner,مستمری بگیر,متقاعد
Pensive,Pensativo,Nachdenklich,متفکر,متأمل
Pentagon,Pentágono,Pentagon,پنج ضلعی,البنتاغون
Pentahedral,Pentaédrica,Pentaeder,پنج وجهی,خماسي السطوح
Pentamerous,Pentámero,Pentamer,پنج پره ای,خماسي
Pentangular,Pentangular,Fünfeckig,پنج ضلعی,خماسي الزوايا
Pentecost,Pentecostés,Pfingsten,عید پنطیکاست,عيد العنصرة
Penthouse,Ático,Penthouse,پنت هاوس,كنة
Pentode,Pentodo,Pentode,پنتود,الخماسي
Penult,Penúltima Sílaba,Vorletzte,پنولت,الجولة قبل الأخيرة
Penultimate,Penúltimo,Vorletzte,ماقبل آخر,قبل الأخير
Penumbra,Penumbra,Halbschatten,نیم سایه,شبه الظل
Penumonia,Neumonía,Lungenentzündung,پنومونی,بينومونيا
Penury,Penuria,Armut,فقر,فقر مدقع
People,Gente,Menschen,مردم,الناس
Peoples,Pueblos,Völker,مردم,الشعوب
Peoples Democratic Republic Of Korea',República Popular Democrática De Corea,Demokratische Volksrepublik Korea‘,جمهوری دموکراتیک خلق کره,جمهورية كوريا الديمقراطية الشعبية
Peoples Republic Of China',República Popular China,Volksrepublik China‘,جمهوری خلق چین,جمهورية الصين الشعبية
Pepper,Pimienta,Pfeffer,فلفل,الفلفل
Peppercorn,Grano De Pimienta,Pfefferkorn,فلفل دلمه ای,حبوب الفلفل
Peppergrass,Hierba Pimienta,Pfeffergras,علف فلفل,عشبة الفلفل
Peppery,Picante,Pfeffrig,فلفلی,فلفلي
Per,Por,Pro,به ازای هر,لكل
Per Annum,Al Año,Pro Jahr,سالانه,سنويا
Per Capita,Per Cápita,Pro Kopf,سرانه,للفرد الواحد
Per Day,Por Día,Pro Tag,در روز,يوميا
Per Mill,Por Molino,Pro Mill,در هر آسیاب,لكل مطحنة
Perambulator,Cochecito,Kinderwagen,کالسکه بچه,عربة متنقلة
Percapita,Per Cápita,Pro Kopf,سرانه,للفرد الواحد
Perceive,Percibir,Wahrnehmen,ادراک کردن,يتصور
Perceiver,Perceptor,Wahrnehmender,ادراک کننده,المُدرك
Percent,Por Ciento,Prozent,درصد,النسبة المئوية
Percentage,Porcentaje,Prozentsatz,درصد,نسبة مئوية
Perceptible,Perceptible,Wahrnehmbar,قابل درک,محسوس
Perceptible Things,Cosas Perceptibles,Wahrnehmbare Dinge,چیزهای محسوس,الأشياء الملموسة
Perception,Percepción,Wahrnehmung,ادراک,تصور
Perceptive Faculty,Facultad Perceptiva,Wahrnehmungsfähigkeit,قوه ادراک,القدرة الإدراكية
Perceptual,Perceptivo,Wahrnehmungs,ادراکی,إدراكي
Perch,Perca,Barsch,سوف,جثم
Perchase,Compra,Kaufen,پرچ,مطاردة
Percipience,Percepción,Wahrnehmung,ادراک,الإدراك
Percussive,De Percusión,Perkussiv,کوبه ای,طرقي
Perdition,Perdición,Verderben,هلاکت,هلاك
Perdu,Perdido,Verloren,پردو,بيردو
Perdue,Perdido,Perdue,پریده,مفقود
Peregrinate,Peregrinar,Wandern,پرگرینات,رحل
Peremptory,Perentorio,Zwingend,آمرانه,أمر قضائي
Perennial,Perenne,Mehrjährig,چند ساله,معمر
Perfect,Perfecto,Perfekt,کامل,ممتاز
Perfection,Perfección,Perfektion,کمال,الكمال
Perfectly,Perfectamente,Perfekt,کاملاً,تماما
Perfidy,Perfidia,Perfidie,پیمان شکن,غدر
Perforated,Perforado,Perforiert,سوراخ شده,مثقب
Perforations,Perforaciones,Perforationen,سوراخ کاری ها,الثقوب
Perforce,Forzosamente,Notgedrungen,ناچاراً,بحكم الضرورة
Perform,Llevar A Cabo,Durchführen,انجام دادن,يؤدي
Perform Ablution,Realizar La Ablución,Die Waschung Durchführen,وضو گرفتن,توضأ
Perform Ablution Before Prayer,Realizar La Ablución Antes De La Oración,Vor Dem Gebet Die Waschung Durchführen,قبل از نماز وضو بگیرید,توضأ قبل الصلاة
Perform Miracle,Realizar Un Milagro,Wunder Vollbringen,معجزه کن,اصنع المعجزة
Perform Of Duty,Cumplir Con El Deber,Pflicht Erfüllen,انجام وظیفه,أداء الواجب
Perform Wonderfully,Actuar Maravillosamente,Hervorragende Leistung,فوق العاده اجرا کردن,أداء رائع
Performance,Actuación,Leistung,عملکرد,أداء
Performance Of Duty,Cumplimiento Del Deber,Pflichterfüllung,انجام وظیفه,أداء الواجب
Performed At Presence,Realizado En Presencia,In Anwesenheit Durchgeführt,حضوری انجام شد,تم إجراؤها بحضور
Performer,Ejecutante,Künstler,اجراکننده,مؤدٍ
Perfume,Perfume,Parfüm,عطر,عطر
Perfume Bottle,Botella De Perfume,Parfümflasche,بطری عطر,زجاجة عطر
Perfumed,Perfumado,Parfümiert,معطر,معطر
Perfumed With,Perfumado Con,Parfümiert Mit,معطر به,معطر بـ
Perfumer,Perfumista,Parfümeur,عطرساز,صانع العطور
Perfumery,Perfumería,Parfümerie,عطرسازی,صناعة العطور
Pergnant,Embarazada,Schwanger,باردار,حامل
Pergola,Pérgola,Pergola,آلاچیق,شرفة
Perhaps,Tal Vez,Vielleicht,شاید,ربما
Pericope,Perícopa,Perikope,پریکوپ,فقرة
Pericranium,Pericráneo,Perikranium,پری کرانیوم,غطاء الجمجمة
Perigee,Perigeo,Perigäum,حضیض,الحضيض
Peril,Peligro,Gefahr,خطر,خطر
Period,Período,Zeitraum,دوره,فترة
Periodic,Periódico,Periodisch,دوره ای,دورية
Periodical,Periódico,Zeitschrift,نشریه ادواری,دورية
Periodicity,Periodicidad,Periodizität,تناوب,الدورية
Periods,Períodos,Perioden,دوره ها,فترات
Periosteal,Perióstico,Periost,پریوستئال,السمحاق
Peripatetic,Peripatético,Peripatetisch,پیرامونی,متجول
Peripheral,Periférico,Peripheriegerät,محیطی,محيطي
Periscope,Periscopio,Periskop,پریسکوپ,بيريسكوب
Perish,Perecer,Verenden,هلاک شدن,هلك
Perishability,Perecibilidad,Verderblichkeit,فسادپذیری,قابلية التلف
Perishable,Perecedero,Verderblich,فاسد شدنی,قابلة للتلف
Perished,Pereció,Umgekommen,هلاک شد,هلك
Perishing,Pereciendo,Zugrunde Gehend,در حال نابودی,هلاك
Periwig,Peluca,Perücke,پریوش,شعر مستعار
Perjure,Perjurar,Meineid Leisten,سوگند دروغ خوردن,شهادة الزور
Perjured,Perjuro,Meineid,سوگند دروغ خورد,حنث باليمين
Perjurer,Perjuro,Meineidiger,دروغگو,شاهد الزور
Perjury,Perjurio,Meineid,شهادت دروغ,شهادة الزور
Perk,Gaje,Vorteil,امتیاز,ميزة
Permanency,Permanencia,Dauerhaftigkeit,دائمی بودن,الدوام
Permanent,Permanente,Dauerhaft,دائمی,دائم
Permanently,Permanentemente,Permanent,به طور دائم,دائمًا
Permanganate,Permanganato,Permanganat,پرمنگنات,برمنجنات
Permeable,Permeable,Durchlässig,نفوذپذیر,نفاذة
Permeance,Permeabilidad,Durchlässigkeit,نفوذپذیری,النفاذية
Permian,Pérmico,Perm,پرمین,العصر البرمي
Permissible,Permisible,Zulässig,مجاز,مسموح به
Permission,Permiso,Erlaubnis,اجازه,إذن
Permission To Enter,Permiso Para Entrar,Erlaubnis Zum Betreten,اجازه ورود,إذن الدخول
Permission To Land,Permiso Para Aterrizar,Erlaubnis Zur Landung,اجازه فرود,إذن بالهبوط
Permission To Print,Permiso Para Imprimir,Druckerlaubnis,اجازه چاپ,إذن الطباعة
Permission To Transit,Permiso Para Transitar,Durchreisegenehmigung,اجازه عبور و مرور,إذن العبور
Permit,Permiso,Erlauben,اجازه,يسمح
Permitting,Permitiendo,Erlaubnis,اجازه دادن,السماح
Permutation,Permutación,Permutation,جایگشت,التبديل
Permute,Permutar,Permutieren,جایگشت,بدل ترتيب كذا
Pernicious,Pernicioso,Schädlich,زیانبار,خبيث
Pernickety,Quisquilloso,Penibel,ایرادگیر,نزق
Peropesia,Peropesia,Peropesie,پروپسیا,بيروبسيا
Perpendicular,Perpendicular,Senkrecht,عمود,عمودي
Perpendiculary,Perpendicularmente,Senkrecht,عمود بر,عمودي
Perpetrate,Perpetrar,Begehen,مرتکب شدن,ارتكاب
Perpetual,Perpetuo,Ewig,دائمی,دائم
Perpetually,Perpetuamente,Ständig,به طور دائم,إلى الأبد
Perpetuate,Perpetuar,Verewigen,جاودانه کردن,إدامة
Perplexed,Perplejo,Verwirrt,گیج و مبهوت,متحير
Perplexity,Perplejidad,Verwirrung,سردرگمی,حيرة
Persecute,Perseguir,Verfolgen,آزار و اذیت کردن,اضطهد
Perseverance,Perserverancia,Ausdauer,پشتکار,مثابرة
Persevere,Perseverar,Durchhalten,پشتکار داشته باشید,المثابرة
Persian,Persa,Persisch,فارسی,الفارسية
Persian Gulf,Golfo Pérsico,Persischer Golf,خلیج فارس,الخليج الفارسی
Persian-Speaker,Hablante De Persa,Persischsprachiger,فارسی زبان,متحدث باللغة الفارسية
Persian-Speaking,De Habla Persa,Persischsprachig,فارسی زبان,الناطقين بالفارسية
Persimmon,Caqui,Persimmon,خرمالو,الكاكي
Persist,Persistir,Bestehen,ادامه دادن,استمر
Persistence,Persistencia,Beharrlichkeit,پشتکار,المثابرة
Persistent,Persistente,Hartnäckig,مداوم,مثابر
Persistently,Continuamente,Beharrlich,به طور مداوم,بإصرار
Persnickety,Quisquilloso,Pingelig,بهانه گیر,الدقة
Person,Persona,Person,شخص,شخص
Person Of Position,Persona De Posición,Person Der Position,شخص صاحب منصب,شخص ذو منصب
Personal,Personal,Persönlich,شخصی,شخصي
Personal Motives,Motivos Personales,Persönliche Motive,انگیزه های شخصی,دوافع شخصية
Personalism,Personalismo,Personalismus,شخصیت گرایی,الشخصية
Personalities,Alusiones Personales,Persönlichkeiten,شخصیت ها,الشخصيات
Personality,Personalidad,Persönlichkeit,شخصیت,شخصية
Personalize,Personalizar,Personifizieren,شخصی سازی,تخصيص
Personally,Personalmente,Persönlich,شخصاً,شخصيا
Personate,Hacer El Papel De,Personifizieren,شخصیت بخشیدن,شخصيّة
Personel Office,Oficina De Personal,Personalbüro,دفتر پرسنلی,مكتب شؤون الموظفين
Personification,Personificación,Personifikation,شخصیت پردازی,تجسيد
Personified,Personificado,Personifiziert,شخصیت پردازی شده,مجسد
Personify,Personificar,Personifizieren,شخصیت بخشیدن,تجسيد
Personnel,Personal,Personal,پرسنل,الموظفين
Personnel Carrier,Transporte De Personal,Mannschaftstransportwagen,نفربر,ناقلة أفراد
Persons,Personas,Personen,اشخاص,الأشخاص
Perspective,Perspectiva,Perspektive,دیدگاه,وجهة نظر
Perspicacity,Perspicacia,Scharfsinn,تیزبینی,الفطنة
Perspiration,Transpiración,Schweiß,تعریق,عرق
Perspiratory,Sudorífico,Schweißausbrüche,عرق آور,عارق
Perspire,Transpirar,Schwitzen,عرق کردن,عرق
Persuadable,Fácil De Convencer,Überzeugbar,قابل اقناع,قابلة للإقناع
Persuade,Persuadir,Überreden,متقاعد کردن,يقنع
Persuasible,Fácil De Convencer,Überzeugbar,متقاعد کننده,ممكن إقناعه
Persuasion,Persuasión,Überzeugung,ترغیب,الإقناع
Persuasive,Persuasivo,Überzeugend,متقاعد کننده,مقنع
Pert,Impertinente,Keck,پرت,خبير
Pertain,Pertenecer,Betreffen,مربوط بودن,تتعلق
Pertaining To A Party,Perteneciente A Una Fiesta,Eine Partei Betreffend,مربوط به مهمانی,متعلق بحزب
Pertaining To A Veil Or Tent,Perteneciente A Un Velo O Tienda,In Bezug Auf Einen Schleier Oder Ein Zelt,مربوط به حجاب یا چادر,متعلق بالحجاب أو الخيمة
Pertaining To Sort Or Quality,Perteneciente Al Tipo O Calidad,Bezüglich Art Oder Qualität,مربوط به نوع یا کیفیت,متعلقة بالنوع أو الجودة
Pertaining To Travel,Relativo A Los Viajes,Im Zusammenhang Mit Reisen,مربوط به سفر,متعلق بالسفر
Pertinacious,Pertinaz,Hartnäckig,لجباز,عنيد
Pertinenet,Pertinente,Relevant,پرتینت,ذات صلة
Pertinent,Pertinente,Relevant,مربوط,ذات صلة
Pertussis,Tos Ferina,Keuchhusten,سیاه سرفه,السعال الديكي
Peru,Perú,Peru,پرو,بيرو
Peruke,Peluca,Perücke,پروک,بيروك
Pervasive,Penetrante,Allgegenwärtig,فراگیر,منتشر
Perversion,Perversión,Perversion,انحراف,الانحراف
Perverted,Pervertido,Pervertiert,منحرف,منحرف
Pervious,Permeable,Durchlässig,نفوذپذیر,نفاذ
Peshawar,Peshawar,Peschawar,پیشاور,بيشاور
Pesky,Maldito,Lästig,مزاحم,غذر
Peso,Peso,Peso,پزو,بيزو
Pessimism,Pesimismo,Pessimismus,بدبینی,تشاؤم
Pessimist,Pesimista,Pessimist,بدبین,متشائم
Pest,Parásito,Pest,آفت,آفة
Pestiferous,Pestífero,Pestilenzialisch,آفت زا,مضر
Pestilence,Pestilencia,Pest,آفت,الطاعون
Pestilent,Pestífero,Pestilenten,آفت زده,وباء
Pestilential Wind,Viento Pestilente,Pestilenzialischer Wind,باد طاعون آور,الرياح الوبائية
Pestle,Majadero,Stößel,هاون,مدقة
Pet,Mascota,Haustier,حیوان خانگی,حيوان أليف
Pet Cock,Gallo Mascota,Haustier Hahn,خروس خانگی,ديك أليف
Pet Name,Nombre De Mascota,Kosename,نام حیوان خانگی,اسم حيوان أليف
Petaloid,Petaloide,Blütenblatt,گلبرگ,بتلاتويد
Petalous,Pétalos,Blütenblattartig,گلبرگ مانند,بتلات
Peter,Pedro,Peter,پیتر,بيتر
Peter Pryer,Peter Pryer,Peter Pryer,پیتر پرایر,بيتر براير
Peter The Great,Pedro El Grande,Peter Der Große,پتر کبیر,بطرس الأكبر
Petersburg,Petersburgo,Petersburg,پترزبورگ,بطرسبورغ
Peterson,Peterson,Peterson,پترسون,بيترسون
Petition,Petición,Petition,دادخواست,التماس
Petitioner,Peticionario,Antragsteller,دادخواه,مقدم الطلب
Petitioning,Petición,Petition,دادخواهی,التماس
Petrifaction,Petrificación,Versteinerung,تحجر,تحجر
Petrification,Petrificación,Versteinerung,تحجر,التحجر
Petrified,Petrificado,Versteinert,سنگ شده,متحجر
Petrifier,Petrificador,Versteinerer,سنگ ساز,مُحَجِّر
Petrify,Petrificar,Versteinern,سنگ کردن,تحجر
Petrifying,Petrificante,Versteinernd,متحجر کننده,مُتَحَجِّر
Petrochemical,Petroquímico,Petrochemie,پتروشیمی,البتروكيماويات
Petroglyph,Petroglifo,Petroglyphe,سنگ نگاره,نقش صخري
Petroleum,Petróleo,Petroleum,نفت,البترول
Petrologist,Petrólogo,Petrologe,سنگ شناس,عالم الصخور
Petrology,Petrología,Petrologie,سنگ شناسی,علم الصخور
Pettiness,Mezquindad,Kleinlichkeit,ریزه کاری,تفاهات
Pettish,Malhumorado,Launisch,ریزه میزه,نكد
Pettitoes,Manos De Cerdo,Zehennägel,پتی توس,بتيتوس
Petty Landowner,Pequeño Terrateniente,Kleingrundbesitzer,خرده مالک زمین,مالك أرض صغير
Petulance,Mal Humor,Gereiztheit,کج خلقی,الضيق
Petulancy,Petulancia,Gereiztheit,کج خلقی,الشقاوة
Petulant,Malhumorado,Gereizt,کج خلق,متعجرف
Petunia,Petunia,Petunie,پتونیا,البتونيا
Pewter,Estaño,Zinn,پیوتر,القصدير
Peyman,Peyman,Peyman,پیمان,بيمان
Peymaneh,Peymaneh,Peymaneh,پیمانه,بيمانه
Peyvand,Peyvand,Peyvand,پیوند,بيوند
Pezhman,Pezhman,Peschman,پژمان,بيزمان
Phagocytosis,Fagocitosis,Phagozytose,فاگوسیتوز,البلعمة
Phalange,Falange,Fingerglied,فالانژ,السلاميات
Phallic,Fálico,Phallisch,فالیک,قضيبي
Phallicism,Falicismo,Phallismus,فالیسیسم,القضيب
Phanerogam,Fanerógama,Phanerogamen,فانروگام,فانيروجام
Phanerogamia,Fanerogamia,Phanerogamie,فانروگامیا,فانيروجاميا
Phanerogamous,Fanerógamo,Phanerogam,فانروگاموس,ظاهري التزاوج
Phantasm,Fantasma,Trugbild,خیال و وهم,وهم
Phantasma,Fantasma,Phantasma,فانتاسما,شبح
Phantom,Fantasma,Phantom,فانتوم,شبح
Pharaoh,Faraón,Pharao,فرعون,فرعون
Pharaohs,Faraones,Pharaonen,فرعون ها,الفراعنة
Pharisee,Fariseo,Pharisäer,فریسی,الفريسي
Pharmaceutical,Farmacéutico,Pharmazeutika,دارویی,الصيدلانية
Pharmaceutics,Farmacia,Pharmazie,داروسازی,المستحضرات الصيدلانية
Pharmacist,Farmacéutico,Apotheker,داروساز,صيدلي
Pharmacologist,Farmacólogo,Pharmakologe,داروساز,صيدلاني
Pharmacology,Farmacología,Pharmakologie,داروشناسی,علم الأدوية
Pharmacopoeia,Farmacopea,Arzneibuch,دارونامه,دستور الأدوية
Pharmacy,Farmacia,Apotheke,داروخانه,صيدلية
Pharyngeal,Fáringeo,Rachen,حلقی,البلعوم
Pharynx,Faringe,Rachen,حلق,البلعوم
Phase,Fase,Phase,فاز,مرحلة
Phase Microscope,Microscopio De Fases,Phasenmikroskop,میکروسکوپ فازی,مجهر الطور
Pheasant,Faisán,Fasan,قرقاول,التدرج
Phenobarbital,Fenobarbital,Phenobarbital,فنوباربیتال,الفينوباربيتال
Phenol,Fenol,Phenol,فنل,الفينول
Phenology,Fenología,Phänologie,فنولوژی,علم الظواهر الطبيعية
Phenomenal,Fenomenal,Phänomenal,خارق العاده,ظاهرة
Phenomenologist,Fenomenólogo,Phänomenologe,پدیدارشناس,عالم الظواهر
Phenomenology,Fenomenología,Phänomenologie,پدیدارشناسی,الظاهراتية
Phenomenon,Fenómeno,Phänomen,پدیده,ظاهرة
Phew,Uf,Puh,اوه,فيو
Philadelphia,Filadelfia,Philadelphia,فیلادلفیا,فيلادلفيا
Philander,Flirtear,Schürzenjäger,زن  نما,غازل
Philanthropic,Filantrópico,Philanthropisch,نیکوکاری,خيري
Philanthropist,Filántropo,Philanthrop,نیکوکار,محسن
Philanthropy,Filantropía,Philanthropie,نیکوکاری,الأعمال الخيرية
Philantropist,Filántropo,Philanthrop,نیکوکار,فاعل خير
Philharmonic,Filarmónico,Philharmonie,فیلارمونیک,أوركسترا فيلهارمونية
Philip,Felipe,Philipp,فیلیپ,فيليب
Philippine,Filipino,Philippinisch,فیلیپینی,الفلبينية
Philippines,Filipinas,Philippinen,فیلیپین,فيلبيني
Philogyny,Filología,Philologie,فیلولوژینی,فيلوجيا
Philology,Filología,Philologie,زبان شناسی,علم اللغة
Philoprogenitive,Filoprogenitivo,Philoprogenitiv,فیلوپروژنیتیو,محب للخير
Philosopher,Filósofo,Philosoph,فیلسوف,فيلسوف
Philosophical,Filosófico,Philosophisch,فلسفی,فلسفي
Philosophize,Filosofar,Philosophieren,فلسفه بافی کردن,تفلسف
Philosophy,Filosofía,Philosophie,فلسفه,فلسفة
Philter,Filtrar,Filter,فیلتر,فلتر
Philtre,Filtro,Liebestrank,فیلتر,فلتر
Phisical,Físico,Physisch,فیزیکی,جسديًا
