en,es,de,fa,ar
Thicken, Más grueso, Dicker,"کلفت تر	", أكثر سمكًا
Thickener,Espesante,Verdickungsmittel,پرپشت کننده,مُكثِّف
Thicket,Bosque denso,Dichter Wald,درختزار انبوه,غابة كثيفة
Thicket-Like,Parecido a un arbusto,Buschartig,بیشه مانند,مثل الأدغال
Thickety,Parecido a un arbusto,Buschartig,بیشه مانند,مثل الأدغال
Thickheaded,baja inteligencia,Geringe Intelligenz,کم هوش,انخفاض الذكاء
Thickish,Relativamente denso,Relativ dicht,نسبتا انبوه,كثيفة نسبيا
Thickly,Relativamente denso,Relativ dicht,نسبتا انبوه,كثيفة نسبيا
Thickness,Multitud,Menge,انبوهی,حشد
Thick-Tailed,Cola gruesa,Dicker Schwanz,دم کلفت,ذيل سميك
Thief,Comida de la gente.,Volksessen.,مال مردم خور,طعام الناس.
Thievish,Apto para ladrones,Geeignet für Diebe,درخور دزدان,مناسب للصوص
Thigh,Hermético,Oberschenkel,ران,فخذ
Thimble,Dedal,Fingerhut,انگشتانه,كشتبان
Thimbleful,Una migaja,Ein Krümel,یک خرده,فتات
Thimblerigger,Mago,Zauberer,شعبده باز,ساحر
Thin, demasiado estrecho, Zu eng,"زیاد باریک	", ضيق للغاية
Thin-Bearded,barba fina,Dünner Bart,تنک ریش,لحية رقيقة
Thine,Tuyo,Dein,مال تو,لك
Thing,Cosa,Ding,چیز,شيء
Things,Suministros,Lieferungen,لوازم,لوازم
Think, Pensamiento, Gedanke,"فکر	", معتقد
Thinkable,Pensativo,Denkbar,قابل فکر,يمكن التفكير فيه
Thinker,Pensador,Denker,فکر کننده,مفكر
Thinking,Razonamiento,Argumentation,تعقل,الاستدلال
Thinner,Reductor,Reduzierstück,کم کننده,المخفض
Thinness,Adelgazamiento,Abnehmen,لاغری,التخسيس
Third,Un tercio,Ein Drittel,یک سوم,ثلث
Thirdly,En tercer lugar,Drittens,ثالثا,ثالثا
Thirst,Tener sed,Durstig sein,تشنهبودن,الشعور بالعطش
Thirsty,Sediento,Durstig,عطش دار,عطشان
Thirteen,Trece,Dreizehn,سیزده,ثلاثة عشر
Thirty,Número treinta,Nummer dreißig,عدد سی,الرقم ثلاثون
This,Este,Das,این,هذا
Thither,Hacia ese lado,Auf diese Seite,به آنطرف,إلى ذلك الجانب
Thomas,Tomás,Thomas,توماس,توماس
Thompson,Thompson,Thompson,تامپسن,تومسون
Thoracic,Sadri,Sadri,صدری,صدري
Thorax,Pecho,Brust,قفسه سینه,صدر
Thorn,Inquietante,Verstörend,موجب ناراحتی,مزعج
Thornless,Sin espinas,Dornlos,بی خار,بلا أشواك
Thorny,Hoja de afeitar,Rasierklinge,تیغ تیغی,موس
Thorough,Completamente y completamente,Vollkommen und vollständig,تمام وکمال,بالكامل وبشكل كامل
Thoroughfare,Calle pública,Öffentliche Straße,شارع عام,شارع عام
Thoroughly,Completamente,Vollständig,بالتمام,بالكامل
Thorouly,Bien hecho,Gut gemacht,بخوبی,أحسنت
Those,Aquellos,Diese,آن ها,أولئك
Though,A pesar de,Obwohl,با اینکه,بالرغم من
Thought, Pensamiento, Gedanke,"فکر	", معتقد
Thoughtful,Con consideración,Mit Rücksicht,با ملاحظه,مع الأخذ بعين الاعتبار
Thoughtfully,Considerado,Nachdenklich,متفکرانه,مدروس
Thoughtless,Irreflexivo,Gedankenlos,بی اندیشه,طائش
Thoughtlessness,Desconsideración,Rücksichtslosigkeit,بی ملاحظگی,عدم الاعتبار
Thoughts,Pensamientos,Gedanken,افکار,أفكار
Thousand,Mil,Tausend,هزار,ألف
Thousands,Miles,Tausende,هزار ها,آلاف
Thousandth,Mil,Eintausend,یک هزار,ألف
Thrall, Servidor, Diener,"بنده	", خادم
Thrash,Kozel Kobe,Kozel Kobe,کوزل کوبی,كوزيل كوبي
Thraw,Sufrir,Leiden,دردبردن,أن تعاني
Thread,Tirando de la cuerda,Das Seil ziehen,بند کشیدن,سحب الحبل
Threaded,Hilo tirado,Gezogener Faden,نخ کشیده,خيط مسحوب
Threading,Enhebrado,Einfädeln,نخ کشی,الخيوط
Threadless,Sin rosca,Threadless,بی نخ,بدون خيوط
Threat, Amenaza, Gefahr,"تهدید	", تهديد
Threatener,Amenazante,Bedrohlich,تهدید کننده,تهديد
Threatening,Amenazante,Bedrohlich,تهدید کننده,تهديد
Three,Tres,Drei,سه,ثلاثة
Three-Dimensional,Tridimensional,Dreidimensional,سه بعدی,ثلاثي الأبعاد
Threefold,Tres veces,Dreimal,سه چندان,ثلاث مرات
Three-Legged,Tres patas,Drei Beine,سه پا,ثلاث أرجل
Three-Phase,Trifásico,Dreiphasig,سه فاز,ثلاث مراحل
Three-Ply,Tres capas,Dreischichtig,سه لا,ثلاث طبقات
Three-Pointed,Sahnuk,Sahnuk,سهنوک,ساهنوك
Three-Pronged,Tres ramas,Drei Zweige,سه شاخه,ثلاثة فروع
Threnode,Carta de condolencias,Kondolenzschreiben,سوگ نامه,رسالة تعزية
Threnodist,Elegíaco,Elegisch,مرثیه نویس,رثائي
Threnody,Poesía de duelo,Trauerpoesie,سوگ شعر,شعر الحداد
Thresh,Trilla,Dreschen,خرمن کوبی کردن,الدرس
Threshhold,Límite,Schwelle,آستان,عتبة
Threshold,Límite,Schwelle,آستانه,عتبة
Thrice,Tres veces,Dreimal,سه مرتبه,ثلاث مرات
Thrift,La sabiduría del sustento,Die Weisheit des Lebensunterhalts,عقل معاش,حكمة الرزق
Thriftiness,Ahorros,Ersparnisse,صرفه جویی,المدخرات
Thriftless,Mueve la mano.,Winken Sie mit der Hand.,دست بباد,لوح بيدك.
Thrifty,Ahorrativo,Sparsam,صرفه جو,مقتصد
Thrill,Para causar sensación,Für Furore sorgen,بتپش درآوردن,لإحداث ضجة
Thrilled,Emocional,Emotional,هیجانی,عاطفي
Thrive, No seas tímido, Seien Sie nicht schüchtern.,"نشو و نما	", لا تخجل.
Thriving,Abad,Abad,آباد,آباد
Throat,Garganta,Kehle,حلقوم,حُلقُوم
Throb,Tener un latido del corazón,Einen Herzschlag haben,تپش داشتن,أن يكون له نبض قلب
Throbbing,Cañón,Kanone,طپش,مدفع
Throes,Sócrates,Sokrates,سکرات,سقراط
Throne,Naranja,Orange,اورنگ,البرتقالي
Through,De entre,Aus der Mitte,از بین,من بين
Throughout,A lo largo de,Hindurch,در سراسر,طَوَال
Throw, Tirar, Werfen,"پرتاب	", يرمي
Throwable,Arrojable,Wurffähig,افکندنی,قابلة للرمي
Thrower,Proyector,Projektor,افکن,جهاز عرض
Thrown,Abandonó,Abgeworfen,انداخته,تم إسقاطه
Thrum,Arraigado,Verwurzelt,ریشه دار,متجذرة
Thrush,Bastrak,Bastrak,باسترک,باستراك
Thrust,Fuerza de lanzamiento,Wurfkraft,نیروی پرتاب,قوة الرمي
Thud,Jejeje,Hef hef,هف هف,هف هف
Thug,Matón,Schikanieren,گردن کلفت,متنمر
Thumb,Pulgar,Daumen,انگشت شست,إبهام
Thumbhole,Agujero para el pulgar,Daumenloch,سوراخ شستی,ثقب الإبهام
Thumbnail,Uña del pulgar,Miniaturansicht,ناخن شست,الصورة المصغرة
Thumbscrew,Torcer la cabeza,Den Kopf verdrehen,باشست پیچاندن,لتحريك الرأس
Thumbtack,Punz,Punz,پونز,بونز
Thump,El sonido de un golpecito.,Das Geräusch eines Wasserhahns.,صدای تلپ,صوت الصنبور.
Thunder, El cielo ruge, Der Himmel brüllt,"آسمان غرش	", السماء تزأر
Thunderbolt,Iluminación,Blitz,صاعقه,البرق
Thunderclap,Sonido de trueno,Donnergeräusch,صدای تندر,صوت الرعد
Thunderer,Trueno,Donnerer,تندر گر,الرعد
Thundering,Pararrayos,Blitzableiter,صاعقه انداز,مانعة الصواعق
Thunder-Like,Tormenta,Gewitter,رعد آسا,عاصفة رعدية
Thunderous,Como un rayo,Blitzartig,صاعقه وار,مثل البرق
Thunderpeal,Trueno,Donner,صدای رعد,رعد
Thunderstroke,Caída de un rayo,Blitzeinschlag,اصابت صاعقه,ضربة البرق
Thunderstruck,Aturdido,Betäubt,منصعق,مذهول
Thurible,quemador de incienso,Räuchergefäß,بخور سوز,مبخرة
Thursday,Jueves,Donnerstag,روز پنجشنبه,يوم الخميس
Thus,De este modo,Auf diese Weise,بدین گونه,بهذه الطريقة
Thwart,Esterilización,Sterilisation,عقیم گذاردن,تعقيم
Thwarter,Bloqueador,Blocker,مسدود کننده,مانع
Thwartwise,Al través,Quer,بطور متقاطع,بالعرض
Thy,Tuyo,Dein,مال تو,لك
Thyme,Oshe,Oshe,اوشه,أوشي
Thymey,Tomillo,Thymian,آویشن دار,زعتر
Thymic,Tomillo,Thymian,آویشنی,زعتر
Thymine,Timina,Thymin,تیمین,الثايمين
Thymus,Timo,Thymusdrüse,تیموس,الغدة الزعترية
Thypatron,Tiratrón,Thyratron,تایراترون,ثيراترون
Thyphoid,Tifoidea,Typhus,تیفوئید,التيفوئيد
Thyristor,Taristón,Tariston,تاریستون,تاريستون
Thyroid,Tiroides,Schilddrüse,تیروئید,غدة درقية
Tibet,Tíbet,Tibet,تبت,التبت
Tibetan,tibetano,Tibetisch,تبتی,التبتية
Tibia,Tibia,Schienbein,درشت نی,قصبة الساق
Tick,Garrapata,Tick,کنه,علامة
Ticket,Boleto,Ticket,بلیت,تذكرة
Tickle,Cosquillas,Kitzeln,غلغلک دادن,دغدغة
Tickler,Inquietante,Verstörend,بهم زننده,مزعج
Tickling,Cosquillas,Kitzeln,غلغلک,دغدغة
Ticklish,Cosquillas,Kitzeln,غلغلکی,دغدغة
Ticktack,Tic tac,Tick Tack,تیک تیک,تيك توك
Ticture,Entierro,Beerdigung,تعفین,دفن
Tide,Están cansados.,Sie sind müde.,کشند داشتن,إنهم متعبون.
Tideless,No los matan.,Sie werden nicht getötet.,بی کشند,لا يتم قتلهم.
Tidemark,Efecto inundación,Fluteffekt,اثر سیل,تأثير الفيضان
Tides,Ondas,Wellen,امواج,الأمواج
Tidewaiter,Buscador de oportunidades,Gelegenheitssucher,مترصد فرصت,باحث عن الفرص
Tidewater,Ellos sacan agua.,Sie schöpfen Wasser.,کشند آب,إنهم يسحبون الماء.
Tideway,Ellos liderarán el camino.,Sie werden den Weg weisen.,کشند راه,سوف يقودون الطريق.
Tidy,Mitil,Mytil,میتیل,ميتيل
Tie,Anudamiento,Knoten,گره زدن,عقدة
Tied,Atado,Gebunden,مقید,مرتبط ب
Tier, Fila, Reihe,"ردیف	", صف
Tiff,Irritabilidad,Reizbarkeit,کج خلقی,التهيج
Tiffany,Tela de muselina,Musselin-Stoff,پارچه ململ,قماش موسلين
Tiger,Tigre,Tiger,ببر,نمر
Tight,Impenetrable,Undurchdringlich,بی منفذ,منيع
Tighten,Humillación,Erniedrigung,خفت انداختن,الإذلال
Tightener,Fabricante de capas,Umhangmacher,کیپ کننده,صانع العباءات
Tightner,Apretando,Anziehen,تنگ کننده,تشديد
Tightness,Rigidez,Steifheit,سفتی,صلابة
Tights,Ropa ajustada,Enge Kleidung,لباس تنگ و چسبان,الملابس الضيقة
Tigress,Leopardo hembra,Weiblicher Leopard,پلنگ ماده,أنثى النمر
Tigris,Arvand Rud,Arvand Rud,اروند رود,أرفاند رود
Tijuana,Tijuana,Tijuana,تیخوانا,تيخوانا
Tikrit,Tikrit,Tikrit,تکریت,تكريت
Tile,Teja,Fliese,کاشی,بلاط
Tiler,Alicatador,Fliesenleger,کاشیکار,صانع القراميد
Tilery,Fabricación de azulejos,Fliesenherstellung,کاشیپزی,صناعة البلاط
Tile-Work,Embaldosado,Fliesen,کاشیکاری,البلاط
Till,Entrada de la tienda,Ladeneingang,دخل دکان,مدخل المحل
Tillage,Cultivo,Anbau,کشت وزرع,زراعة
Tiller,Palanca de dirección,Lenkhebel,اهرم سکانکشتی,ذراع التوجيه
Tilt,Jugar a la jabalina,Speerwerfen spielen,نیزه بازی کردن,للعب الرمح
Tilth,Tierra cultivable,Ackerland,زمین مزروعی,الأراضي الصالحة للزراعة
Timbale,Comida Dolma,Dolma-Essen,خوراک دلمه,طعام الدولما
Timber,"Resonante, similar","Resonant, ähnlich",طنین دار شبیه,"رنين، مماثل"
Timberman,Ventas de madera,Holzverkauf,الوارفروش,مبيعات الأخشاب
Timberwork,Carpintería,Zimmerei,الوارکاری,نجارة
Timbre,timbre circular,Kreisläuten,دایرهزنگی,رنين دائري
Time,Tiempo,Zeit,زمان,وقت
Timed,Relojero,Uhrmacher,ساعت دار,صانع الساعات
Timekeeper,Cronometrador,Zeitnehmer,وقت نگهدار,حارس الوقت
Timeless,Eterno,Zeitlos,بی مدت,خالدة
Timelessness,Eterno,Zeitlos,بی زمانی,خالدة
Timely,Mirar.,Sehen.,بگاه,ينظر.
Times,Ocasiones,Anlässe,مواقعه,المناسبات
Timetable,Forma del tiempo,Zeitform,صورت اوقات,شكل الوقت
Timid,Sin corazón y valiente,Herzlos und mutig,بی دل و جرات,بلا قلب وشجاع
Timing,Cronometraje,Zeitmessung,زمان گیری,ضبط الوقت
Timothy,Timoteo,Timothy,تیموتاوس,تيموثي
Timpanist,Batería,Schlagzeuger,نقارهزن,عازف الطبول
Timur,Timur,Timur,تیمور,تيمور
Tin,"En Alepo, en la lata.","In Aleppo, im Knast.",درحلب یاقوطی,"في حلب، في العلبة."
Tina,Tina,Tina,تینا,تينا
Tincal,Buraq crudo,Roher Buraq,بوراق خام,البراق الخام
Tinctorial,Loco,Verrückt,لونی,لوني
Tincture,Tintura,Tinktur,تنتور,صبغة
Tinder,Mecha de encendedor,Feuerzeugdocht,فتیله فندک,فتيل الولاعة
Tinderbox,Colocable,Platzierbar,جای گیرانه,قابلة للوضع
Tindery,Mecha de encendedor,Feuerzeugdocht,فتیله فندک,فتيل الولاعة
Tinfoil,Hoja de Alepo,Aleppo-Bettlaken,ورق حلب,ورقة حلب
Tinge,Un poco de pintura,Ein bisschen Farbe,کمی رنگ زدن,القليل من الطلاء
Tingle, Incendio, Verbrennung,"سوزش	", حرق
Tinhorn,Todo es dinero.,Alles ist Geld.,متاهربهپولداری,كل شيء هو المال.
Tinker,Asamblea,Montage,سرهم بندی,حَشد
Tinkerer,Asamblea,Montage,سرهم بند,حَشد
Tinkle, Resonante, Resonant,"دارای طنین	", رنين
Tinkling,Resonante,Resonant,طنین انداز,رنين
Tinkly,Cascabeles,Glöckchen,جرنگ جرنگی,أجراس الجلجلة
Tinmaker,Hojalatero,Klempner,حلبیساز,صانع الصفيح
Tinned, Alepo, Aleppo,"حلب	", حلب
Tinnily,Sutilmente,Subtil,بطور ظریف,بمهارة
Tinny,Similar al estaño,Zinnartig,قلع مانند,مثل القصدير
Tinplate,Hojalata,Weißblech,حلبی کردن,صفيح
Tin-Plate,Estaño,Zinn,حلبی,القصدير
Tinsel,Para brillar,Glitzern,پولک زدن,للتألق
Tinseled,Escamoso,Schuppig,پولک دار,متفلّس
Tinsmith,Martillo de hierro,Eisenhammer,آهن کوب,مطرقة حديدية
Tinstone,Piedra de estaño,Zinnstein,سنگ قلع,حجر القصدير
Tint,Tono de color,Farbton,سایه رنگ,ظل اللون
Tinter,Pintor,Maler,رنگرز,رسام
Tintinnabulation,El sonido de la campana,Der Klang der Glocke,طنین ناقوس,صوت الجرس
Tiny,Pequeñito,Sehr klein,بسیار کوچک,صغير جدًا
Tip,Confidencialidad,Vertraulichkeit,محرمانه رساندن,السرية
Tip-Off,Información confidencial,Vertrauliche Informationen,اطلاع نهانی,معلومات سرية
Tipper,Subversivo,Subversiv,واژگون کننده,تخريبي
Tippet,Pañuelo,Halstuch,گردن پوش,منديل
Tipple,Siempre bebiendo,Immer trinken,همیشه نوشیدن,شرب دائمًا
Tippler,Vendedor de refrescos,Anbieter von Erfrischungsgetränken,نوشابه فروش,بائع المشروبات الغازية
Tipsiness,Shanguli,Shangouli,شنگولی,شنجولي
Tipstaff,Yesaul,Yesaul,یساول,ييسول
Tipster,Vendedor de periódicos,Zeitungsmann,خبرچی,رجل الأخبار
Tipsy,Cerebro frío,Kaltes Gehirn,سردماغ,الدماغ البارد
Tiptoe,Uña del dedo del pie,Zehennagel,نوک پنجه,ظفر القدم
Tir,Tiro,Tir,تیر,تير
Tirdad,Tirdad,Tirdad,تیرداد,تيرداد
Tire,Goma,Gummi,لاستیک,ممحاة
Tired,Cansado y agotado,Müde und erschöpft,خسته و مانده,متعب ومنهك
Tiredness,Fatiga,Ermüdung,خستگی,تعب
Tireless,Incansable,Unermüdlich,بی لاستیک,لا يكل
Tiresome,Aburrido,Langweilig,خستهکننده,ممل
Tiring,Poder agotador,Erschöpfende Kraft,توان فرسا,قوة مرهقة
Tirl,Tirando del hilo,Den Faden ziehen,کشیدن نخ,سحب الخيط
Tisane,Medicamentos hervidos,Gekochte Medikamente,داروهای جوشانده,الأدوية المغلية
Tissue,Textil,Textil,منسوج,المنسوجات
Tissues,Fibras,Fasern,الیاف,الألياف
Tissular,Texturizado,Strukturiert,بافتی,محكم
Tit,Pezón,Nippel,نوک پستان,حلمة الثدي
Titanism,gigantismo,Gigantismus,عظیم الجثگی,العملقة
Titbit,Delicioso bocado,Köstlicher Biss,لقمه خوشمزه,لقمة لذيذة
Tithable,Diezmo incluido,Zehnt inbegriffen,مشمول عشریه,العشور متضمنة
Tithe,Diezmo,Der Zehnte,عشریه,العشور
Tither,Receptor del diezmo,Zehntenempfänger,عشر گیرنده,متلقي العُشر
Titillation,Cosquillas,Kitzeln,غلغلک آوری,دغدغة
Title,Título de la escritura,Titel schreiben,عنوان نوشتن,كتابة العنوان
Title,Título,Titel,عنوان,العنوان
Titleholder,Noble,Betitelt,لقب دار,عنوان
Titles,Títulos,Titel,عناوین,العناوين
Titlist,Noble,Betitelt,لقب دار,عنوان
Tito,Tito,Tito,تیتو,تيتو
Titration,Calibración,Kalibrierung,عیارگیری,معايرة
Tittle,Hamza,Hamza,همزه,حمزة
Titular,Titular del título,Titelträger,صاحب لقب,حامل اللقب
To,A,Zu,به,الى
Toady,Cuenco para lamer,Leckschüssel,کاسه لیس,وعاء اللعق
Toadyism,Cuenco Lisi,Lisi Schüssel,کاسه لیسی,وعاء ليزي
Toast, Asado, Geröstet,"برشته	", مشوي
Toasted,Asado,Geröstet,برشته,مشوي
Toaster,Tostador,Bräter,برشته کننده,محمصة
Tobacco,Tabaco,Tabak,تنباکو,التبغ
Tobacconist,vendedor de tabaco,Tabakverkäufer,توتون فروش,بائع التبغ
Toboggan,Trineo,Rodeln,با سورتمه رفتن,التزلج على الجليد
Tod,Ramas y hojas,Zweige und Blätter,شاخ وبرگ,الفروع والأوراق
Today,Hoy,Heute,امروز,اليوم
Toddler,Niño pequeño,Kleinkind,نوپا,طفل صغير
Toe,Dedo del pie,Zehe,انگشت پا,اصبع القدم
Toffy,Caramelo,Toffee,تافی,حلوى التوفي
Tofigeh,Éxito,Erfolg,توفیقه,نجاح
Tofts,Mechones,Büschel,تافتس,خصلات
Together,Juntos,Zusammen,با هم,معاً
Togetherness,Juntos,Zusammen,باهمی,معاً
Toil,Sufrir,Leiden,مشقت کشیدن,أن تعاني
Toilet,Mesa de maquillaje,Schminktisch,میز آرایش,طاولة المكياج
Toiletry,Productos cosméticos,Kosmetika,لوازم آرایش,مستحضرات التجميل
Toilette,Mesa de maquillaje,Schminktisch,میز آرایش,طاولة المكياج
Token,Firmar,Zeichen,علامت,لافتة
Tokyo,Tokio,Tokio,توکیو,طوكيو
Told,Dicho,Sprichwort,گفتن,قول
Tolerable,Tolerable,Erträglich,قابل تحمل,مقبول
Tolerance,Tolerancia,Toleranz,بردباری,تسامح
Tolerant,Indulgente,Nachsichtig,اغماض کننده,متساهل
Tolerantly,Indulgente,Nachsichtig,اغماض کننده,متساهل
Tolerate,Ser paciente,Geduldig sein,بردباری کردن,التحلي بالصبر
Toleration,Persona de libre dedicación,Freiberufler,آزادمنشی,عامل مستقل
Toll,Derecho de paso,Vorfahrt,حق العبور,حق الطريق
Tollbooth,Principiante,Anfänger,نواقل,مبتدئ
Tollgate,Impuestos,Besteuerung,باجداری,الضرائب
Tollman,Borde del camino,Straßenrand,راهدار,جانب الطريق
Tollway,Bajra,Bajra,باجراه,باجرا
Tom,gato macho,Kater,گربه نر,قط ذكر
Toman,Tomán,Toman,تومن,تومان
Tomans,Tománs,Tomans,تومان,تومان
IRT,IRT,IRT,تومان,تومان
Rials,Riáls,Rials,ریال,ریال ایران
IRR,IRR,IRR,ریال,ریال ایران
Tomato,Tomate,Tomate,گوجه فرنگی,طماطم
Tomb,Tumba,Grab,آرامگاه,قبر
Tombac,Lámina metálica,Metallfolie,فلز زرورق,رقائق معدنية
Tombless,Sin tumba,Ohne Grab,بی آرامگاه,بدون قبر
Tome,Libro grueso,Dickes Buch,کتاب قطور,كتاب سميك
Tommy,Tomás,Thomas,توماس,توماس
Tomorrow,Mañana,Morgen,فردا,غداً
Ton,Tonelada,Tonne,تن,طن
Tone,Tener una canción,Ein Lied haben,آهنگ داشتن,وجود أغنية
Toneless,Sin canciones,Liedlos,بی آهنگ,بدون أغنية
Tong,Resonante,Resonant,طنین انداز,رنين
Tongs,Alicates,Zange,انبر,كماشة
Tongue,Halcón Libra,Waage-Falke,شاهین ترازو,برج الميزان الصقر
Tongue-Lash,Calumniar,Verleumden,زخم زبان زدن,التشهير
Tonicity,Fuerza reactiva,Reaktionskraft,نیروی ارتجاعی,القوة التفاعلية
Tonight,Esta noche,Heute Abend,امشب,الليلة
Tonnage,Por número de tonos,Nach Anzahl der Töne,بر حسب شماره تن,حسب عدد النغمات
Tonsi,Almendra,Mandel,بادامه,لوز
Tonsil,Leva,Nocken,بادامک,كاميرا
Tonsillar,Similar a delicioso,Ähnlich wie üppig,شبیه لوزتین,مشابهة للشهية
Tonsure,Cabeza rapada,Rasierter Kopf,سر تراشیده,رأس محلوق
Tonus,Tenos,Tenos,تنوس,تينوس
Too,Muchísimo,Sehr viel,خیلی,كثيرا جدا
Took,Atrapar,Fangen,گرفتن,يمسك
Tool,herramienta manual,Handwerkzeug,دست ابزار,أداة يدوية
Toolbox,Caja de instrumento,Werkzeugkasten,جعبه ابزار,صندوق الأدوات
Toolhouse,almacén de herramientas,Werkzeuglager,انبار ابزار,مستودع الأدوات
Toolroom,Sala de herramientas,Werkzeugraum,اتاق ابزار,غرفة الأدوات
Tools,Herramientas,Werkzeuge,ابزار,أدوات
TOOLS,Herramientas,Werkzeuge,ابزارها,أدوات
Toom,baja inteligencia,Geringe Intelligenz,کم هوش,انخفاض الذكاء
Toosy,Gris,Grau,طوسی,رمادي
Tooter,trompetista,Trompetenspieler,شیپور زن,عازف البوق
Tooth,Diente,Zahn,دندانه,سن
Toothache,Dolor de muelas,Zahnschmerzen,درد دندان,ألم الأسنان
Toothbrush,Cepillo de dientes,Zahnbürste,مسواک,فرشاة الأسنان
Toothed,Dentado,Gezahnt,دندانه دار,مسنن
Toothless,Sin dientes,Ohne Zähne,بدون دندانه,بدون أسنان
Toothpaste,Pasta dentífrica,Zahnpasta,خمیر دندان,معجون أسنان
Toothpick,Palillo,Zahnstocher,خلال دندان,مسواك
Toothsome,Bob el Diente,Bob der Zahn,باب دندان,بوب السن
Tootle,Hablando tonterías,Unsinn reden,چرند گفتن,كلام هراء
Top,Excelente,Exzellent,عالی مرتبه,ممتاز
Topaz,peridoto indio,Indischer Peridot,زبرجد هندی,الزبرجد الهندي
Topdress,Vertido de superficie,Oberflächengießen,سطحی ریختن,صب السطح
Topfull,Malamal,Malamal,مالامال,مالالمال
Topic,Sujeto,Thema,موضوع,موضوع
Topless,Sin propinas,Spitzenlos,بی نوک,بدون رأس
Topnotch,Clase primera,Erste Klasse,درجه یک,الدرجة الأولى
Topographer,Topógrafo,Landvermesser,نقشه بردار,مساح
Topography,Planificación,Planung,نقشه بر داری,تخطيط
Topology,Topología,Topologie,توپولوژی,الطوبولوجيا
Toponymy,Lugar nombrado,Benannter Ort,مکان نامی,مكان مسمى
Topper,Rama femenina,Weiblicher Zweig,شاخه زن,فرع الإناث
Topping,Derivación,Verzweigung,سرشاخه زنی,التفرع
Topple, Volcado, Umgestürzt,"واژگون	", انقلبت
Topside,Parte superior,Oberteil,قسمت بالا,الجزء العلوي
Topsides,Parte superior,Oberteil,قسمت بالا,الجزء العلوي
Topstone,Piedra superior,Oberer Stein,سنگ فوقانی,الحجر العلوي
Topsy-Turvey,Cabeza,Kopf,سروته,رأس
Tora,La ley de Moisés,Das Gesetz des Mose,شریعت موسی,شريعة موسى
Torah,La ley de Moisés,Das Gesetz des Mose,شریعت موسی,شريعة موسى
Toranj,Bergamota,Bergamotte,ترنج,البرغموت
Torch, Portador de la antorcha, Fackelträger,"مشعلدار	", حامل الشعلة
Torch-Bearer,Portador de la antorcha,Fackelträger,مشعلدار,حامل الشعلة
Tore,Silla de montar,Sattel Sattel,قرپوس زین,سرج السرج
Torfeh,Lado,Seite,طرفه,جانب
Torkan,Turcos,Türken,ترکان,الأتراك
Torment,Hacerlo difícil,Schwierig machen,معذب نمودن,لجعل الأمر صعبًا
Tormenting,Torturador,Folterer,شکنجه گر,جلاد
Tormentor,Atormentador,Peiniger,عذاب دهنده,المعذب
Torn,Desgarrado en pedazos,In Stücke gerissen,تکه پاره,ممزق إلى قطع
Tornado,Tornado,Tornado,گردباد,إعصار
Toronto,Toronto,Toronto,تورنتو,تورنتو
Torose,Dolor de estómago,Bauchschmerzen,شکم داده,ألم المعدة
Torpe,Significado virtual,Virtuelle Bedeutung,معنی مجازی,المعنى الافتراضي
Torpedo,Pez eléctrico,Elektrischer Fisch,ماهی برق,الأسماك الكهربائية
Torque,Fuerza de torsión,Torsionskraft,نیروی پیچشی,قوة الالتواء
Torrent,Corriente fuerte,Starke Strömung,جریان شدید,تيار قوي
Torrid,Demasiado caliente,Zu heiß,زیاد گرم,حار جدا
Torsillitis,Zahrbad,Zahrbad,زهرباد,زهرباد
Tortoise,Tortuga,Schildkröte,لاک پشت,سلحفاة
Torture,Atormentar,Zu quälen,زجرکشی کردن,للتعذيب
Torturer,Torturador,Folterer,شکنجهگر,جلاد
Torturous,Agotador,Anstrengend,طاقت فرسا,مرهق
Toryism,Conservatismo,Konservatismus,محافظه کاری,المحافظة
Toss, Turbulento, Turbulent,"متلاطم	", مضطرب
Tosser,Lanzador,Werfer,پرت کننده,رامي
Tot,Nota breve,Kurze Notiz,یادداشت مختصر,ملاحظة موجزة
Total,Total,Total,کل,المجموع
Totality,Importe total,Gesamtbetrag,مقدار کلی,المبلغ الإجمالي
Totally,Colectivamente,Gemeinsam,بطور سرجمع,جماعيا
Totaly,Beckley,Beckley,بکلی,بيكلي
Totem,Tótem,Totem,توتم,الطوطم
Totter,Tropezar,Stolpern,تلو تلو خوردن,التعثر
Tottering,Tati,Tati,تاتی,تاتي
Tottery,Inestable,Instabil,ناپیدار,غير مستقر
Toucan,Tucán,Tukan,توکان,الطوقان
Touch,Para echar una mano,Um mit anzupacken,دست مالی کردن,لتقديم يد المساعدة
Touchable,Permafrost,Permafrost,پرماسیدنی,التربة الصقيعية
Touched,Tocado,Berührt,دست خورده,متأثر
Touching,Sensación de la mano,Handgefühl,احساس بادست,ملمس اليد
Touchy,Naranja fina,Dünn orange,نازک نارنجی,برتقالي رقيق
Tough,Flagelación,Auspeitschen,شلاق خور,الجلد
Toughness,Vida dura,Hartes Leben,جان سختی,حياة صعبة
Tour,Hacer un viaje de placer,Eine Vergnügungsreise machen,سفر تفریحی کردن,للقيام برحلة ممتعة
Tourism,Turismo,Tourismus,جهانگردی,السياحة
Tourist,Viajero mundial,Weltreisender,جهان پیما,مسافر حول العالم
Tourniquet,Torniquete arterial,Arterientourniquet,شریان بند,عاصبة الشرايين
Tout,Publicar en voz alta,Laut veröffentlichen,بلند انتشار دادن,للنشر بصوت عال
